   integer_node_x          Max_Ne          Max_Ni          Max_Te     half_node_x      Max_E(id2)       Max_J0/mA
   0.1200000E-02  0.1025380E+09  0.2657663E+11  0.2054752E+01  0.1800000E-02 -0.2330359E+04  0.2649634E+02
   0.2400000E-02  0.1051681E+09  0.2724059E+11  0.2735964E+01  0.3000000E-02 -0.2271706E+04  0.2649634E+02
   0.3600000E-02  0.1078919E+09  0.2774567E+11  0.3017966E+01  0.4200000E-02 -0.2211963E+04  0.2649634E+02
   0.4800000E-02  0.1107240E+09  0.2823930E+11  0.3104041E+01  0.5400000E-02 -0.2151155E+04  0.2649634E+02
   0.6000000E-02  0.1136825E+09  0.2874318E+11  0.3116537E+01  0.6600000E-02 -0.2089261E+04  0.2649634E+02
   0.7200000E-02  0.1167901E+09  0.2925997E+11  0.3103328E+01  0.7800000E-02 -0.2026252E+04  0.2649634E+02
   0.8400000E-02  0.1200778E+09  0.2979009E+11  0.3080947E+01  0.9000000E-02 -0.1962100E+04  0.2649634E+02
   0.9600000E-02  0.1235906E+09  0.3033360E+11  0.3054844E+01  0.1020000E-01 -0.1896776E+04  0.2649634E+02
   0.1080000E-01  0.1273953E+09  0.3089047E+11  0.3026723E+01  0.1140000E-01 -0.1830253E+04  0.2649634E+02
   0.1200000E-01  0.1315877E+09  0.3146054E+11  0.2997030E+01  0.1260000E-01 -0.1762502E+04  0.2649634E+02
   0.1320000E-01  0.1362944E+09  0.3204355E+11  0.2965810E+01  0.1380000E-01 -0.1693497E+04  0.2649634E+02
   0.1440000E-01  0.1416651E+09  0.3263917E+11  0.2933043E+01  0.1500000E-01 -0.1623210E+04  0.2649634E+02
   0.1560000E-01  0.1478514E+09  0.3324694E+11  0.2898805E+01  0.1620000E-01 -0.1551619E+04  0.2649634E+02
   0.1680000E-01  0.1549751E+09  0.3386636E+11  0.2863332E+01  0.1740000E-01 -0.1478700E+04  0.2649634E+02
   0.1800000E-01  0.1630959E+09  0.3449685E+11  0.2827002E+01  0.1860000E-01 -0.1404430E+04  0.2649634E+02
   0.1920000E-01  0.1721931E+09  0.3513775E+11  0.2790233E+01  0.1980000E-01 -0.1328789E+04  0.2649634E+02
   0.2040000E-01  0.1821705E+09  0.3578838E+11  0.2753341E+01  0.2100000E-01 -0.1251759E+04  0.2649634E+02
   0.2160000E-01  0.1928896E+09  0.3644802E+11  0.2716435E+01  0.2220000E-01 -0.1173321E+04  0.2649634E+02
