   integer_node_x          Max_Ne          Max_Ni          Max_Te     half_node_x      Max_E(id2)       Max_J0/mA
   0.1200000E-02  0.1032113E+09  0.4140937E+11  0.2451433E+01  0.1800000E-02 -0.3379925E+04  0.3580602E+02
   0.2400000E-02  0.1065807E+09  0.4210507E+11  0.3200174E+01  0.3000000E-02 -0.3289027E+04  0.3580602E+02
   0.3600000E-02  0.1101235E+09  0.4275151E+11  0.3442390E+01  0.4200000E-02 -0.3196734E+04  0.3580602E+02
   0.4800000E-02  0.1138594E+09  0.4339843E+11  0.3494253E+01  0.5400000E-02 -0.3103045E+04  0.3580602E+02
   0.6000000E-02  0.1178113E+09  0.4405282E+11  0.3486080E+01  0.6600000E-02 -0.3007945E+04  0.3580602E+02
   0.7200000E-02  0.1220049E+09  0.4471561E+11  0.3459392E+01  0.7800000E-02 -0.2911417E+04  0.3580602E+02
   0.8400000E-02  0.1264697E+09  0.4538694E+11  0.3426550E+01  0.9000000E-02 -0.2813442E+04  0.3580602E+02
   0.9600000E-02  0.1312397E+09  0.4606671E+11  0.3391152E+01  0.1020000E-01 -0.2714002E+04  0.3580602E+02
   0.1080000E-01  0.1363561E+09  0.4675465E+11  0.3354212E+01  0.1140000E-01 -0.2613081E+04  0.3580602E+02
   0.1200000E-01  0.1418724E+09  0.4745037E+11  0.3315965E+01  0.1260000E-01 -0.2510663E+04  0.3580602E+02
   0.1320000E-01  0.1478640E+09  0.4815341E+11  0.3276384E+01  0.1380000E-01 -0.2406732E+04  0.3580602E+02
   0.1440000E-01  0.1544446E+09  0.4886319E+11  0.3235313E+01  0.1500000E-01 -0.2301276E+04  0.3580602E+02
   0.1560000E-01  0.1617896E+09  0.4957909E+11  0.3192503E+01  0.1620000E-01 -0.2194282E+04  0.3580602E+02
   0.1680000E-01  0.1701596E+09  0.5030046E+11  0.3147653E+01  0.1740000E-01 -0.2085742E+04  0.3580602E+02
   0.1800000E-01  0.1799124E+09  0.5102659E+11  0.3100495E+01  0.1860000E-01 -0.1975647E+04  0.3580602E+02
   0.1920000E-01  0.1914871E+09  0.5175679E+11  0.3050944E+01  0.1980000E-01 -0.1863994E+04  0.3580602E+02
