   integer_node_x          Max_Ne          Max_Ni          Max_Te     half_node_x      Max_E(id2)       Max_J0/mA
   0.1200000E-02  0.1034712E+09  0.4613436E+11  0.2546561E+01  0.1800000E-02 -0.3664070E+04  0.3832237E+02
   0.2400000E-02  0.1071226E+09  0.4687265E+11  0.3306120E+01  0.3000000E-02 -0.3562830E+04  0.3832237E+02
   0.3600000E-02  0.1109724E+09  0.4757453E+11  0.3540463E+01  0.4200000E-02 -0.3460075E+04  0.3832237E+02
   0.4800000E-02  0.1150431E+09  0.4827636E+11  0.3585978E+01  0.5400000E-02 -0.3355806E+04  0.3832237E+02
   0.6000000E-02  0.1193607E+09  0.4898316E+11  0.3573582E+01  0.6600000E-02 -0.3250014E+04  0.3832237E+02
   0.7200000E-02  0.1239546E+09  0.4969546E+11  0.3543652E+01  0.7800000E-02 -0.3142686E+04  0.3832237E+02
   0.8400000E-02  0.1288585E+09  0.5041318E+11  0.3507911E+01  0.9000000E-02 -0.3033811E+04  0.3832237E+02
   0.9600000E-02  0.1341112E+09  0.5113600E+11  0.3469694E+01  0.1020000E-01 -0.2923380E+04  0.3832237E+02
   0.1080000E-01  0.1397582E+09  0.5186346E+11  0.3429920E+01  0.1140000E-01 -0.2811383E+04  0.3832237E+02
   0.1200000E-01  0.1458554E+09  0.5259499E+11  0.3388800E+01  0.1260000E-01 -0.2697812E+04  0.3832237E+02
   0.1320000E-01  0.1524769E+09  0.5332994E+11  0.3346318E+01  0.1380000E-01 -0.2582661E+04  0.3832237E+02
   0.1440000E-01  0.1597292E+09  0.5406760E+11  0.3302344E+01  0.1500000E-01 -0.2465925E+04  0.3832237E+02
   0.1560000E-01  0.1677756E+09  0.5480725E+11  0.3256651E+01  0.1620000E-01 -0.2347602E+04  0.3832237E+02
   0.1680000E-01  0.1768693E+09  0.5554814E+11  0.3208923E+01  0.1740000E-01 -0.2227691E+04  0.3832237E+02
   0.1800000E-01  0.1873859E+09  0.5628951E+11  0.3158800E+01  0.1860000E-01 -0.2106195E+04  0.3832237E+02
   0.1920000E-01  0.1998369E+09  0.5703066E+11  0.3106011E+01  0.1980000E-01 -0.1983118E+04  0.3832237E+02
   0.2040000E-01  0.2148381E+09  0.5777091E+11  0.3050555E+01  0.2100000E-01 -0.1858468E+04  0.3832237E+02
   0.2160000E-01  0.2330199E+09  0.5850963E+11  0.2992863E+01  0.2220000E-01 -0.1732254E+04  0.3832237E+02
   0.2280000E-01  0.2548945E+09  0.5924626E+11  0.2933784E+01  0.2340000E-01 -0.1604490E+04  0.3832237E+02
   0.2400000E-01  0.2807319E+09  0.5998034E+11  0.2874332E+01  0.2460000E-01 -0.1475189E+04  0.3832237E+02
   0.2520000E-01  0.3105160E+09  0.6071149E+11  0.2815312E+01  0.2580000E-01 -0.1344367E+04  0.3832237E+02
   0.2640000E-01  0.3440291E+09  0.6143942E+11  0.2757020E+01  0.2700000E-01 -0.1212038E+04  0.3832237E+02
   0.2760000E-01  0.3810545E+09  0.6216397E+11  0.2699224E+01  0.2820000E-01 -0.1078217E+04  0.3832237E+02
   0.2880000E-01  0.4216304E+09  0.6288511E+11  0.2641396E+01  0.2940000E-01 -0.9429201E+03  0.3832237E+02
   0.3000000E-01  0.4662625E+09  0.6360294E+11  0.2583106E+01  0.3060000E-01 -0.8061625E+03  0.3832237E+02
   0.3120000E-01  0.5160447E+09  0.6431770E+11  0.2524444E+01  0.3180000E-01 -0.6679624E+03  0.3832237E+02
   0.3240000E-01  0.5726969E+09  0.6502979E+11  0.2466408E+01  0.3300000E-01 -0.5283402E+03  0.3832237E+02
   0.3360000E-01  0.6385923E+09  0.6573979E+11  0.2411318E+01  0.3420000E-01 -0.3873207E+03  0.3832237E+02
   0.3480000E-01  0.7168709E+09  0.6644845E+11  0.2363362E+01  0.3540000E-01 -0.2449335E+03  0.3832237E+02
   0.3600000E-01  0.8117607E+09  0.6715671E+11  0.2329353E+01  0.3660000E-01 -0.1012157E+03  0.3832237E+02
