   integer_node_x          Max_Ne          Max_Ni          Max_Te     half_node_x      Max_E(id2)       Max_J0/mA
   0.1200000E-02  0.1025997E+09  0.2826598E+11  0.2108564E+01  0.1800000E-02 -0.2462925E+04  0.2764600E+02
   0.2400000E-02  0.1052990E+09  0.2892401E+11  0.2802346E+01  0.3000000E-02 -0.2400620E+04  0.2764600E+02
   0.3600000E-02  0.1081016E+09  0.2944394E+11  0.3078510E+01  0.4200000E-02 -0.2337194E+04  0.2764600E+02
   0.4800000E-02  0.1110221E+09  0.2995547E+11  0.3158923E+01  0.5400000E-02 -0.2272663E+04  0.2764600E+02
   0.6000000E-02  0.1140784E+09  0.3047746E+11  0.3168051E+01  0.6600000E-02 -0.2207007E+04  0.2764600E+02
   0.7200000E-02  0.1172919E+09  0.3101224E+11  0.3152829E+01  0.7800000E-02 -0.2140198E+04  0.2764600E+02
   0.8400000E-02  0.1206904E+09  0.3156020E+11  0.3129055E+01  0.9000000E-02 -0.2072207E+04  0.2764600E+02
   0.9600000E-02  0.1243136E+09  0.3212143E+11  0.3101830E+01  0.1020000E-01 -0.2003006E+04  0.2764600E+02
   0.1080000E-01  0.1282202E+09  0.3269587E+11  0.3072716E+01  0.1140000E-01 -0.1932568E+04  0.2764600E+02
   0.1200000E-01  0.1324974E+09  0.3328337E+11  0.3042098E+01  0.1260000E-01 -0.1860865E+04  0.2764600E+02
   0.1320000E-01  0.1372676E+09  0.3388366E+11  0.3009973E+01  0.1380000E-01 -0.1787869E+04  0.2764600E+02
   0.1440000E-01  0.1426869E+09  0.3449637E+11  0.2976253E+01  0.1500000E-01 -0.1713556E+04  0.2764600E+02
   0.1560000E-01  0.1489306E+09  0.3512103E+11  0.2940920E+01  0.1620000E-01 -0.1637901E+04  0.2764600E+02
   0.1680000E-01  0.1561643E+09  0.3575712E+11  0.2904119E+01  0.1740000E-01 -0.1560882E+04  0.2764600E+02
   0.1800000E-01  0.1645050E+09  0.3640403E+11  0.2866182E+01  0.1860000E-01 -0.1482478E+04  0.2764600E+02
   0.1920000E-01  0.1739891E+09  0.3706108E+11  0.2827557E+01  0.1980000E-01 -0.1402669E+04  0.2764600E+02
   0.2040000E-01  0.1845608E+09  0.3772758E+11  0.2788668E+01  0.2100000E-01 -0.1321436E+04  0.2764600E+02
   0.2160000E-01  0.1960908E+09  0.3840277E+11  0.2749764E+01  0.2220000E-01 -0.1238764E+04  0.2764600E+02
   0.2280000E-01  0.2084245E+09  0.3908589E+11  0.2710842E+01  0.2340000E-01 -0.1154637E+04  0.2764600E+02
   0.2400000E-01  0.2214414E+09  0.3977618E+11  0.2671661E+01  0.2460000E-01 -0.1069040E+04  0.2764600E+02
   0.2520000E-01  0.2351063E+09  0.4047287E+11  0.2631849E+01  0.2580000E-01 -0.9819615E+03  0.2764600E+02
   0.2640000E-01  0.2494974E+09  0.4117523E+11  0.2591043E+01  0.2700000E-01 -0.8933904E+03  0.2764600E+02
   0.2760000E-01  0.2648067E+09  0.4188257E+11  0.2549012E+01  0.2820000E-01 -0.8033180E+03  0.2764600E+02
   0.2880000E-01  0.2813212E+09  0.4259424E+11  0.2505745E+01  0.2940000E-01 -0.7117374E+03  0.2764600E+02
   0.3000000E-01  0.2993997E+09  0.4330965E+11  0.2461494E+01  0.3060000E-01 -0.6186440E+03  0.2764600E+02
   0.3120000E-01  0.3194572E+09  0.4402833E+11  0.2416793E+01  0.3180000E-01 -0.5240349E+03  0.2764600E+02
   0.3240000E-01  0.3419650E+09  0.4474987E+11  0.2372505E+01  0.3300000E-01 -0.4279093E+03  0.2764600E+02
   0.3360000E-01  0.3674682E+09  0.4547402E+11  0.2329918E+01  0.3420000E-01 -0.3302680E+03  0.2764600E+02
   0.3480000E-01  0.3966244E+09  0.4620064E+11  0.2290982E+01  0.3540000E-01 -0.2311135E+03  0.2764600E+02
   0.3600000E-01  0.4302754E+09  0.4692978E+11  0.2258754E+01  0.3660000E-01 -0.1304502E+03  0.2764600E+02
   0.3720000E-01  0.4696000E+09  0.4766171E+11  0.2238186E+01  0.3780000E-01 -0.2828429E+02  0.2764600E+02
   0.3840000E-01  0.5164930E+09  0.4839700E+11  0.2237172E+01  0.3900000E-01  0.7537510E+02  0.2764600E+02
   0.3960000E-01  0.5745547E+09  0.4913648E+11  0.2267046E+01  0.4020000E-01  0.1805128E+03  0.2764600E+02
   0.4080000E-01  0.6515715E+09  0.4988106E+11  0.2340262E+01  0.4140000E-01  0.2870988E+03  0.2764600E+02
   0.4200000E-01  0.7651618E+09  0.5063203E+11  0.2462132E+01  0.4260000E-01  0.3950676E+03  0.2764600E+02
   0.4320000E-01  0.9539976E+09  0.5139122E+11  0.2618526E+01  0.4380000E-01  0.5042738E+03  0.2764600E+02
   0.4440000E-01  0.1296445E+10  0.5216099E+11  0.2774329E+01  0.4500000E-01  0.6144071E+03  0.2764600E+02
   0.4560000E-01  0.1934409E+10  0.5294440E+11  0.2894695E+01  0.4620000E-01  0.7248558E+03  0.2764600E+02
