   integer_node_x          Max_Ne          Max_Ni          Max_Te     half_node_x      Max_E(id2)       Max_J0/mA
   0.1200000E-02  0.1024824E+09  0.2490390E+11  0.1998759E+01  0.1800000E-02 -0.2194610E+04  0.2534337E+02
   0.2400000E-02  0.1050492E+09  0.2557671E+11  0.2665206E+01  0.3000000E-02 -0.2139566E+04  0.2534337E+02
   0.3600000E-02  0.1077003E+09  0.2606715E+11  0.2953233E+01  0.4200000E-02 -0.2083465E+04  0.2534337E+02
   0.4800000E-02  0.1104500E+09  0.2654244E+11  0.3045631E+01  0.5400000E-02 -0.2026338E+04  0.2534337E+02
   0.6000000E-02  0.1133176E+09  0.2702762E+11  0.3061929E+01  0.6600000E-02 -0.1968164E+04  0.2534337E+02
   0.7200000E-02  0.1163282E+09  0.2752573E+11  0.3050943E+01  0.7800000E-02 -0.1908917E+04  0.2534337E+02
   0.8400000E-02  0.1195174E+09  0.2803721E+11  0.3030037E+01  0.9000000E-02 -0.1848566E+04  0.2534337E+02
   0.9600000E-02  0.1229370E+09  0.2856213E+11  0.3005074E+01  0.1020000E-01 -0.1787085E+04  0.2534337E+02
   0.1080000E-01  0.1266625E+09  0.2910044E+11  0.2977935E+01  0.1140000E-01 -0.1724443E+04  0.2534337E+02
   0.1200000E-01  0.1307962E+09  0.2965199E+11  0.2949154E+01  0.1260000E-01 -0.1660614E+04  0.2534337E+02
   0.1320000E-01  0.1354641E+09  0.3021655E+11  0.2918851E+01  0.1380000E-01 -0.1595571E+04  0.2534337E+02
   0.1440000E-01  0.1408009E+09  0.3079378E+11  0.2887097E+01  0.1500000E-01 -0.1529286E+04  0.2534337E+02
   0.1560000E-01  0.1469248E+09  0.3138328E+11  0.2854061E+01  0.1620000E-01 -0.1461736E+04  0.2534337E+02
   0.1680000E-01  0.1539085E+09  0.3198454E+11  0.2820052E+01  0.1740000E-01 -0.1392897E+04  0.2534337E+02
   0.1800000E-01  0.1617571E+09  0.3259702E+11  0.2785454E+01  0.1860000E-01 -0.1322746E+04  0.2534337E+02
   0.1920000E-01  0.1704044E+09  0.3322010E+11  0.2750612E+01  0.1980000E-01 -0.1251262E+04  0.2534337E+02
   0.2040000E-01  0.1797337E+09  0.3385311E+11  0.2715715E+01  0.2100000E-01 -0.1178425E+04  0.2534337E+02
   0.2160000E-01  0.1896165E+09  0.3449535E+11  0.2680734E+01  0.2220000E-01 -0.1104216E+04  0.2534337E+02
   0.2280000E-01  0.1999573E+09  0.3514610E+11  0.2645447E+01  0.2340000E-01 -0.1028617E+04  0.2534337E+02
   0.2400000E-01  0.2107291E+09  0.3580464E+11  0.2609527E+01  0.2460000E-01 -0.9516134E+03  0.2534337E+02
   0.2520000E-01  0.2219889E+09  0.3647023E+11  0.2572655E+01  0.2580000E-01 -0.8731901E+03  0.2534337E+02
   0.2640000E-01  0.2338740E+09  0.3714218E+11  0.2534619E+01  0.2700000E-01 -0.7933348E+03  0.2534337E+02
   0.2760000E-01  0.2465849E+09  0.3781979E+11  0.2495380E+01  0.2820000E-01 -0.7120370E+03  0.2534337E+02
   0.2880000E-01  0.2603657E+09  0.3850246E+11  0.2455094E+01  0.2940000E-01 -0.6292880E+03  0.2534337E+02
   0.3000000E-01  0.2754913E+09  0.3918963E+11  0.2414120E+01  0.3060000E-01 -0.5450811E+03  0.2534337E+02
   0.3120000E-01  0.2922638E+09  0.3988082E+11  0.2373031E+01  0.3180000E-01 -0.4594110E+03  0.2534337E+02
   0.3240000E-01  0.3110216E+09  0.4057566E+11  0.2332660E+01  0.3300000E-01 -0.3722742E+03  0.2534337E+02
   0.3360000E-01  0.3321577E+09  0.4127390E+11  0.2294224E+01  0.3420000E-01 -0.2836684E+03  0.2534337E+02
   0.3480000E-01  0.3561545E+09  0.4197543E+11  0.2259576E+01  0.3540000E-01 -0.1935927E+03  0.2534337E+02
   0.3600000E-01  0.3836501E+09  0.4268033E+11  0.2231705E+01  0.3660000E-01 -0.1020473E+03  0.2534337E+02
   0.3720000E-01  0.4155951E+09  0.4338890E+11  0.2215609E+01  0.3780000E-01 -0.9034073E+01  0.2534337E+02
   0.3840000E-01  0.4536603E+09  0.4410173E+11  0.2219423E+01  0.3900000E-01  0.8544310E+02  0.2534337E+02
