   integer_node_x          Max_Ne          Max_Ni          Max_Te     half_node_x      Max_E(id2)       Max_J0/mA
   0.1200000E-02  0.1042557E+09  0.5961481E+11  0.2744943E+01  0.1800000E-02 -0.4308958E+04  0.4436380E+02
   0.2400000E-02  0.1087589E+09  0.6053900E+11  0.3524270E+01  0.3000000E-02 -0.4178073E+04  0.4436380E+02
   0.3600000E-02  0.1135374E+09  0.6144201E+11  0.3743474E+01  0.4200000E-02 -0.4045238E+04  0.4436380E+02
   0.4800000E-02  0.1186238E+09  0.6233968E+11  0.3775861E+01  0.5400000E-02 -0.3910467E+04  0.4436380E+02
   0.6000000E-02  0.1240561E+09  0.6323331E+11  0.3753509E+01  0.6600000E-02 -0.3773769E+04  0.4436380E+02
   0.7200000E-02  0.1298782E+09  0.6412208E+11  0.3714978E+01  0.7800000E-02 -0.3635155E+04  0.4436380E+02
   0.8400000E-02  0.1361412E+09  0.6500470E+11  0.3670987E+01  0.9000000E-02 -0.3494640E+04  0.4436380E+02
   0.9600000E-02  0.1429046E+09  0.6587971E+11  0.3624456E+01  0.1020000E-01 -0.3352242E+04  0.4436380E+02
   0.1080000E-01  0.1502376E+09  0.6674552E+11  0.3576150E+01  0.1140000E-01 -0.3207981E+04  0.4436380E+02
   0.1200000E-01  0.1582221E+09  0.6760052E+11  0.3526234E+01  0.1260000E-01 -0.3061882E+04  0.4436380E+02
   0.1320000E-01  0.1669566E+09  0.6844307E+11  0.3474695E+01  0.1380000E-01 -0.2913975E+04  0.4436380E+02
   0.1440000E-01  0.1765652E+09  0.6927160E+11  0.3421450E+01  0.1500000E-01 -0.2764291E+04  0.4436380E+02
   0.1560000E-01  0.1872163E+09  0.7008459E+11  0.3366349E+01  0.1620000E-01 -0.2612866E+04  0.4436380E+02
   0.1680000E-01  0.1991591E+09  0.7088067E+11  0.3309144E+01  0.1740000E-01 -0.2459740E+04  0.4436380E+02
   0.1800000E-01  0.2127865E+09  0.7165858E+11  0.3249447E+01  0.1860000E-01 -0.2304956E+04  0.4436380E+02
   0.1920000E-01  0.2287229E+09  0.7241729E+11  0.3186741E+01  0.1980000E-01 -0.2148560E+04  0.4436380E+02
   0.2040000E-01  0.2479114E+09  0.7315595E+11  0.3120501E+01  0.2100000E-01 -0.1990604E+04  0.4436380E+02
   0.2160000E-01  0.2716452E+09  0.7387395E+11  0.3050482E+01  0.2220000E-01 -0.1831141E+04  0.4436380E+02
   0.2280000E-01  0.3014729E+09  0.7457094E+11  0.2977081E+01  0.2340000E-01 -0.1670231E+04  0.4436380E+02
   0.2400000E-01  0.3389506E+09  0.7524684E+11  0.2901511E+01  0.2460000E-01 -0.1507936E+04  0.4436380E+02
   0.2520000E-01  0.3853119E+09  0.7590189E+11  0.2825528E+01  0.2580000E-01 -0.1344321E+04  0.4436380E+02
   0.2640000E-01  0.4412382E+09  0.7653659E+11  0.2750791E+01  0.2700000E-01 -0.1179449E+04  0.4436380E+02
   0.2760000E-01  0.5069318E+09  0.7715178E+11  0.2678292E+01  0.2820000E-01 -0.1013386E+04  0.4436380E+02
   0.2880000E-01  0.5825761E+09  0.7774859E+11  0.2608308E+01  0.2940000E-01 -0.8461919E+03  0.4436380E+02
   0.3000000E-01  0.6690713E+09  0.7832850E+11  0.2540996E+01  0.3060000E-01 -0.6779274E+03  0.4436380E+02
   0.3120000E-01  0.7688122E+09  0.7889330E+11  0.2477478E+01  0.3180000E-01 -0.5086540E+03  0.4436380E+02
   0.3240000E-01  0.8863555E+09  0.7944509E+11  0.2421237E+01  0.3300000E-01 -0.3384384E+03  0.4436380E+02
