   integer_node_x          Max_Ne          Max_Ni          Max_Te     half_node_x      Max_E(id2)       Max_J0/mA
   0.1200000E-02  0.1045740E+09  0.6506824E+11  0.2805048E+01  0.1800000E-02 -0.4519727E+04  0.4642899E+02
   0.2400000E-02  0.1094251E+09  0.6609074E+11  0.3589887E+01  0.3000000E-02 -0.4376798E+04  0.4642899E+02
   0.3600000E-02  0.1145852E+09  0.6709392E+11  0.3804635E+01  0.4200000E-02 -0.4231704E+04  0.4642899E+02
   0.4800000E-02  0.1200921E+09  0.6808904E+11  0.3832774E+01  0.5400000E-02 -0.4084463E+04  0.4642899E+02
   0.6000000E-02  0.1259899E+09  0.6907625E+11  0.3806810E+01  0.6600000E-02 -0.3935093E+04  0.4642899E+02
   0.7200000E-02  0.1323300E+09  0.7005395E+11  0.3764900E+01  0.7800000E-02 -0.3783616E+04  0.4642899E+02
   0.8400000E-02  0.1391729E+09  0.7102014E+11  0.3717529E+01  0.9000000E-02 -0.3630057E+04  0.4642899E+02
   0.9600000E-02  0.1465893E+09  0.7197263E+11  0.3667521E+01  0.1020000E-01 -0.3474448E+04  0.4642899E+02
   0.1080000E-01  0.1546623E+09  0.7290912E+11  0.3615600E+01  0.1140000E-01 -0.3316825E+04  0.4642899E+02
   0.1200000E-01  0.1634902E+09  0.7382730E+11  0.3561914E+01  0.1260000E-01 -0.3157229E+04  0.4642899E+02
   0.1320000E-01  0.1731912E+09  0.7472486E+11  0.3506443E+01  0.1380000E-01 -0.2995706E+04  0.4642899E+02
   0.1440000E-01  0.1839114E+09  0.7559961E+11  0.3449106E+01  0.1500000E-01 -0.2832310E+04  0.4642899E+02
   0.1560000E-01  0.1958423E+09  0.7644948E+11  0.3389766E+01  0.1620000E-01 -0.2667095E+04  0.4642899E+02
   0.1680000E-01  0.2092570E+09  0.7727261E+11  0.3328198E+01  0.1740000E-01 -0.2500124E+04  0.4642899E+02
   0.1800000E-01  0.2245793E+09  0.7806735E+11  0.3264030E+01  0.1860000E-01 -0.2331461E+04  0.4642899E+02
   0.1920000E-01  0.2424946E+09  0.7883234E+11  0.3196717E+01  0.1980000E-01 -0.2161178E+04  0.4642899E+02
   0.2040000E-01  0.2640873E+09  0.7956653E+11  0.3125618E+01  0.2100000E-01 -0.1989349E+04  0.4642899E+02
   0.2160000E-01  0.2909472E+09  0.8026922E+11  0.3050275E+01  0.2220000E-01 -0.1816054E+04  0.4642899E+02
   0.2280000E-01  0.3251402E+09  0.8094010E+11  0.2970876E+01  0.2340000E-01 -0.1641378E+04  0.4642899E+02
   0.2400000E-01  0.3689597E+09  0.8157923E+11  0.2888622E+01  0.2460000E-01 -0.1465410E+04  0.4642899E+02
   0.2520000E-01  0.4244901E+09  0.8218714E+11  0.2805611E+01  0.2580000E-01 -0.1288243E+04  0.4642899E+02
   0.2640000E-01  0.4932016E+09  0.8276474E+11  0.2724139E+01  0.2700000E-01 -0.1109973E+04  0.4642899E+02
   0.2760000E-01  0.5759043E+09  0.8331343E+11  0.2645932E+01  0.2820000E-01 -0.9306914E+03  0.4642899E+02
   0.2880000E-01  0.6732957E+09  0.8383500E+11  0.2572000E+01  0.2940000E-01 -0.7504897E+03  0.4642899E+02
   0.3000000E-01  0.7870476E+09  0.8433174E+11  0.2503472E+01  0.3060000E-01 -0.5694572E+03  0.4642899E+02
   0.3120000E-01  0.9211442E+09  0.8480635E+11  0.2443273E+01  0.3180000E-01 -0.3876859E+03  0.4642899E+02
   0.3240000E-01  0.1083262E+10  0.8526197E+11  0.2398283E+01  0.3300000E-01 -0.2052779E+03  0.4642899E+02
   0.3360000E-01  0.1286465E+10  0.8570224E+11  0.2380870E+01  0.3420000E-01 -0.2235552E+02  0.4642899E+02
   0.3480000E-01  0.1552353E+10  0.8613138E+11  0.2407094E+01  0.3540000E-01  0.1609210E+03  0.4642899E+02
   0.3600000E-01  0.1918124E+10  0.8655399E+11  0.2488358E+01  0.3660000E-01  0.3443208E+03  0.4642899E+02
   0.3720000E-01  0.2451873E+10  0.8697479E+11  0.2619186E+01  0.3780000E-01  0.5274756E+03  0.4642899E+02
   0.3840000E-01  0.3281591E+10  0.8739930E+11  0.2774045E+01  0.3900000E-01  0.7097513E+03  0.4642899E+02
   0.3960000E-01  0.4638822E+10  0.8783380E+11  0.2920921E+01  0.4020000E-01  0.8900252E+03  0.4642899E+02
   0.4080000E-01  0.6899873E+10  0.8828550E+11  0.3037331E+01  0.4140000E-01  0.1066374E+04  0.4642899E+02
   0.4200000E-01  0.1057682E+11  0.8876292E+11  0.3115333E+01  0.4260000E-01  0.1235781E+04  0.4642899E+02
   0.4320000E-01  0.1619747E+11  0.8927622E+11  0.3158385E+01  0.4380000E-01  0.1394107E+04  0.4642899E+02
   0.4440000E-01  0.2406923E+11  0.8983739E+11  0.3175296E+01  0.4500000E-01  0.1536574E+04  0.4642899E+02
   0.4560000E-01  0.3404359E+11  0.9045998E+11  0.3175205E+01  0.4620000E-01  0.1658752E+04  0.4642899E+02
   0.4680000E-01  0.4546408E+11  0.9115825E+11  0.3165283E+01  0.4740000E-01  0.1757668E+04  0.4642899E+02
   0.4800000E-01  0.5737066E+11  0.9194604E+11  0.3150372E+01  0.4860000E-01  0.1832462E+04  0.4642899E+02
   0.4920000E-01  0.6883180E+11  0.9283575E+11  0.3133372E+01  0.4980000E-01  0.1884322E+04  0.4642899E+02
   0.5040000E-01  0.7919911E+11  0.9383828E+11  0.3115791E+01  0.5100000E-01  0.1915864E+04  0.4642899E+02
   0.5160000E-01  0.8818301E+11  0.9496390E+11  0.3098251E+01  0.5220000E-01  0.1930358E+04  0.4642899E+02
   0.5280000E-01  0.9578668E+11  0.9622370E+11  0.3080881E+01  0.5340000E-01  0.1931089E+04  0.4642899E+02
   0.5400000E-01  0.1021883E+12  0.9763111E+11  0.3063577E+01  0.5460000E-01  0.1920986E+04  0.4642899E+02
   0.5520000E-01  0.1076371E+12  0.9920328E+11  0.3046157E+01  0.5580000E-01  0.1902472E+04  0.4642899E+02
   0.5640000E-01  0.1123860E+12  0.1009622E+12  0.3028445E+01  0.5700000E-01  0.1877471E+04  0.4642899E+02
   0.5760000E-01  0.1166578E+12  0.1029359E+12  0.3010307E+01  0.5820000E-01  0.1847484E+04  0.4642899E+02
   0.5880000E-01  0.1206338E+12  0.1051593E+12  0.2991668E+01  0.5940000E-01  0.1813696E+04  0.4642899E+02
   0.6000000E-01  0.1244532E+12  0.1076758E+12  0.2972520E+01  0.6060000E-01  0.1777080E+04  0.4642899E+02
   0.6120000E-01  0.1282169E+12  0.1105368E+12  0.2952929E+01  0.6180000E-01  0.1738507E+04  0.4642899E+02
   0.6240000E-01  0.1319912E+12  0.1137991E+12  0.2933039E+01  0.6300000E-01  0.1698822E+04  0.4642899E+02
   0.6360000E-01  0.1358108E+12  0.1175117E+12  0.2913074E+01  0.6420000E-01  0.1658906E+04  0.4642899E+02
   0.6480000E-01  0.1396797E+12  0.1216900E+12  0.2893317E+01  0.6540000E-01  0.1619660E+04  0.4642899E+02
   0.6600000E-01  0.1435748E+12  0.1262812E+12  0.2874080E+01  0.6660000E-01  0.1581925E+04  0.4642899E+02
   0.6720000E-01  0.1474531E+12  0.1311493E+12  0.2855642E+01  0.6780000E-01  0.1546337E+04  0.4642899E+02
   0.6840000E-01  0.1512653E+12  0.1361039E+12  0.2838201E+01  0.6900000E-01  0.1513227E+04  0.4642899E+02
   0.6960000E-01  0.1549705E+12  0.1409604E+12  0.2821839E+01  0.7020000E-01  0.1482615E+04  0.4642899E+02
   0.7080000E-01  0.1585458E+12  0.1455918E+12  0.2806532E+01  0.7140000E-01  0.1454295E+04  0.4642899E+02
   0.7200000E-01  0.1619882E+12  0.1499451E+12  0.2792186E+01  0.7260000E-01  0.1427950E+04  0.4642899E+02
   0.7320000E-01  0.1653091E+12  0.1540266E+12  0.2778669E+01  0.7380000E-01  0.1403256E+04  0.4642899E+02
   0.7440000E-01  0.1685278E+12  0.1578763E+12  0.2765852E+01  0.7500000E-01  0.1379931E+04  0.4642899E+02
   0.7560000E-01  0.1716644E+12  0.1615448E+12  0.2753623E+01  0.7620000E-01  0.1357759E+04  0.4642899E+02
   0.7680000E-01  0.1747366E+12  0.1650793E+12  0.2741896E+01  0.7740000E-01  0.1336591E+04  0.4642899E+02
   0.7800000E-01  0.1777570E+12  0.1685166E+12  0.2730613E+01  0.7860000E-01  0.1316327E+04  0.4642899E+02
   0.7920000E-01  0.1807336E+12  0.1718823E+12  0.2719735E+01  0.7980000E-01  0.1296907E+04  0.4642899E+02
   0.8040000E-01  0.1836696E+12  0.1751915E+12  0.2709242E+01  0.8100000E-01  0.1278297E+04  0.4642899E+02
   0.8160000E-01  0.1865653E+12  0.1784514E+12  0.2699123E+01  0.8220000E-01  0.1260477E+04  0.4642899E+02
   0.8280000E-01  0.1894179E+12  0.1816633E+12  0.2689375E+01  0.8340000E-01  0.1243437E+04  0.4642899E+02
   0.8400000E-01  0.1922236E+12  0.1848246E+12  0.2679997E+01  0.8460000E-01  0.1227168E+04  0.4642899E+02
   0.8520000E-01  0.1949772E+12  0.1879307E+12  0.2670992E+01  0.8580000E-01  0.1211663E+04  0.4642899E+02
   0.8640000E-01  0.1976732E+12  0.1909756E+12  0.2662362E+01  0.8700000E-01  0.1196916E+04  0.4642899E+02
   0.8760000E-01  0.2003060E+12  0.1939529E+12  0.2654108E+01  0.8820000E-01  0.1182916E+04  0.4642899E+02
   0.8880000E-01  0.2028703E+12  0.1968563E+12  0.2646231E+01  0.8940000E-01  0.1169652E+04  0.4642899E+02
   0.9000000E-01  0.2053609E+12  0.1996799E+12  0.2638729E+01  0.9060000E-01  0.1157110E+04  0.4642899E+02
   0.9120000E-01  0.2077729E+12  0.2024184E+12  0.2631602E+01  0.9180000E-01  0.1145277E+04  0.4642899E+02
   0.9240000E-01  0.2101021E+12  0.2050668E+12  0.2624846E+01  0.9300000E-01  0.1134135E+04  0.4642899E+02
   0.9360000E-01  0.2123445E+12  0.2076210E+12  0.2618457E+01  0.9420000E-01  0.1123671E+04  0.4642899E+02
   0.9480000E-01  0.2144966E+12  0.2100771E+12  0.2612433E+01  0.9540000E-01  0.1113866E+04  0.4642899E+02
   0.9600000E-01  0.2165549E+12  0.2124321E+12  0.2606767E+01  0.9660000E-01  0.1104705E+04  0.4642899E+02
   0.9720000E-01  0.2185168E+12  0.2146832E+12  0.2601455E+01  0.9780000E-01  0.1096171E+04  0.4642899E+02
   0.9840000E-01  0.2203796E+12  0.2168280E+12  0.2596493E+01  0.9900000E-01  0.1088248E+04  0.4642899E+02
