   0.1200000E-02  0.2124902E+09  0.3379201E+10  0.1994707E+08  0.3359254E+10 -0.3308632E+03  0.2567952E+00
   0.2400000E-02  0.3626902E+09  0.3686003E+10  0.2036448E+08  0.3665639E+10 -0.3236750E+03  0.3153391E+00
   0.3600000E-02  0.4871028E+09  0.3777393E+10  0.2083477E+08  0.3756558E+10 -0.3165585E+03  0.3348192E+00
   0.4800000E-02  0.5978812E+09  0.3841811E+10  0.2136983E+08  0.3820442E+10 -0.3095425E+03  0.3410355E+00
   0.6000000E-02  0.7008456E+09  0.3904572E+10  0.2198783E+08  0.3882584E+10 -0.3026138E+03  0.3429640E+00
   0.7200000E-02  0.7988515E+09  0.3968249E+10  0.2270387E+08  0.3945545E+10 -0.2957595E+03  0.3433559E+00
   0.8400000E-02  0.8934137E+09  0.4033125E+10  0.2353085E+08  0.4009594E+10 -0.2889696E+03  0.3430772E+00
   0.9600000E-02  0.9854317E+09  0.4099266E+10  0.2447935E+08  0.4074786E+10 -0.2822359E+03  0.3424374E+00
   0.1080000E-01  0.1075510E+10  0.4166698E+10  0.2555748E+08  0.4141140E+10 -0.2755513E+03  0.3415733E+00
   0.1200000E-01  0.1164102E+10  0.4235424E+10  0.2677080E+08  0.4208653E+10 -0.2689098E+03  0.3405590E+00
   0.1320000E-01  0.1251573E+10  0.4305431E+10  0.2812224E+08  0.4277308E+10 -0.2623062E+03  0.3394399E+00
   0.1440000E-01  0.1338238E+10  0.4376689E+10  0.2961215E+08  0.4347077E+10 -0.2557360E+03  0.3382445E+00
   0.1560000E-01  0.1424373E+10  0.4449158E+10  0.3123843E+08  0.4417919E+10 -0.2491955E+03  0.3369910E+00
   0.1680000E-01  0.1510228E+10  0.4522785E+10  0.3299656E+08  0.4489789E+10 -0.2426815E+03  0.3356906E+00
   0.1800000E-01  0.1596030E+10  0.4597511E+10  0.3487987E+08  0.4562631E+10 -0.2361915E+03  0.3343503E+00
   0.1920000E-01  0.1681987E+10  0.4673267E+10  0.3687961E+08  0.4636388E+10 -0.2297237E+03  0.3329749E+00
   0.2040000E-01  0.1768290E+10  0.4749981E+10  0.3898526E+08  0.4710996E+10 -0.2232766E+03  0.3315681E+00
   0.2160000E-01  0.1855117E+10  0.4827576E+10  0.4118461E+08  0.4786391E+10 -0.2168496E+03  0.3301339E+00
