   integer_node_x          Max_Ne          Max_Ni          Max_Te     half_node_x      Max_E(id2)       Max_J0/mA
   0.1200000E-02  0.1038020E+09  0.5187503E+11  0.2641771E+01  0.1800000E-02 -0.3964222E+04  0.4108392E+02
   0.2400000E-02  0.1078119E+09  0.5268164E+11  0.3411172E+01  0.3000000E-02 -0.3850380E+04  0.4108392E+02
   0.3600000E-02  0.1120518E+09  0.5346105E+11  0.3638092E+01  0.4200000E-02 -0.3734857E+04  0.4108392E+02
   0.4800000E-02  0.1165482E+09  0.5423861E+11  0.3677382E+01  0.5400000E-02 -0.3617656E+04  0.4108392E+02
   0.6000000E-02  0.1213315E+09  0.5501750E+11  0.3660489E+01  0.6600000E-02 -0.3498777E+04  0.4108392E+02
   0.7200000E-02  0.1264368E+09  0.5579776E+11  0.3626825E+01  0.7800000E-02 -0.3378215E+04  0.4108392E+02
   0.8400000E-02  0.1319041E+09  0.5657889E+11  0.3587581E+01  0.9000000E-02 -0.3255971E+04  0.4108392E+02
   0.9600000E-02  0.1377798E+09  0.5736019E+11  0.3545873E+01  0.1020000E-01 -0.3132044E+04  0.4108392E+02
   0.1080000E-01  0.1441177E+09  0.5814084E+11  0.3502541E+01  0.1140000E-01 -0.3006438E+04  0.4108392E+02
   0.1200000E-01  0.1509817E+09  0.5891991E+11  0.3457775E+01  0.1260000E-01 -0.2879156E+04  0.4108392E+02
   0.1320000E-01  0.1584512E+09  0.5969645E+11  0.3411566E+01  0.1380000E-01 -0.2750206E+04  0.4108392E+02
   0.1440000E-01  0.1666322E+09  0.6046947E+11  0.3363815E+01  0.1500000E-01 -0.2619596E+04  0.4108392E+02
   0.1560000E-01  0.1756793E+09  0.6123801E+11  0.3314336E+01  0.1620000E-01 -0.2487339E+04  0.4108392E+02
   0.1680000E-01  0.1858314E+09  0.6200113E+11  0.3262843E+01  0.1740000E-01 -0.2353448E+04  0.4108392E+02
   0.1800000E-01  0.1974626E+09  0.6275796E+11  0.3208939E+01  0.1860000E-01 -0.2217941E+04  0.4108392E+02
   0.1920000E-01  0.2111317E+09  0.6350771E+11  0.3152199E+01  0.1980000E-01 -0.2080836E+04  0.4108392E+02
   0.2040000E-01  0.2276017E+09  0.6424967E+11  0.3092339E+01  0.2100000E-01 -0.1942158E+04  0.4108392E+02
   0.2160000E-01  0.2477897E+09  0.6498327E+11  0.3029476E+01  0.2220000E-01 -0.1801932E+04  0.4108392E+02
   0.2280000E-01  0.2726285E+09  0.6570806E+11  0.2964294E+01  0.2340000E-01 -0.1660187E+04  0.4108392E+02
   0.2400000E-01  0.3028684E+09  0.6642375E+11  0.2897966E+01  0.2460000E-01 -0.1516955E+04  0.4108392E+02
   0.2520000E-01  0.3389075E+09  0.6713018E+11  0.2831756E+01  0.2580000E-01 -0.1372269E+04  0.4108392E+02
   0.2640000E-01  0.3807637E+09  0.6782740E+11  0.2766542E+01  0.2700000E-01 -0.1226161E+04  0.4108392E+02
   0.2760000E-01  0.4282534E+09  0.6851560E+11  0.2702543E+01  0.2820000E-01 -0.1078663E+04  0.4108392E+02
   0.2880000E-01  0.4813428E+09  0.6919517E+11  0.2639453E+01  0.2940000E-01 -0.9298063E+03  0.4108392E+02
   0.3000000E-01  0.5405525E+09  0.6986672E+11  0.2576898E+01  0.3060000E-01 -0.7796207E+03  0.4108392E+02
   0.3120000E-01  0.6072826E+09  0.7053102E+11  0.2515068E+01  0.3180000E-01 -0.6281387E+03  0.4108392E+02
   0.3240000E-01  0.6840141E+09  0.7118908E+11  0.2455413E+01  0.3300000E-01 -0.4753955E+03  0.4108392E+02
   0.3360000E-01  0.7744577E+09  0.7184213E+11  0.2401419E+01  0.3420000E-01 -0.3214317E+03  0.4108392E+02
   0.3480000E-01  0.8838358E+09  0.7249162E+11  0.2359508E+01  0.3540000E-01 -0.1662962E+03  0.4108392E+02
   0.3600000E-01  0.1019588E+10  0.7313925E+11  0.2339786E+01  0.3660000E-01 -0.1005020E+02  0.4108392E+02
   0.3720000E-01  0.1193051E+10  0.7378722E+11  0.2355418E+01  0.3780000E-01  0.1472253E+03  0.4108392E+02
   0.3840000E-01  0.1423365E+10  0.7443787E+11  0.2418448E+01  0.3900000E-01  0.3054127E+03  0.4108392E+02
   0.3960000E-01  0.1746364E+10  0.7509345E+11  0.2531407E+01  0.4020000E-01  0.4643216E+03  0.4108392E+02
   0.4080000E-01  0.2233218E+10  0.7575688E+11  0.2679971E+01  0.4140000E-01  0.6236136E+03  0.4108392E+02
   0.4200000E-01  0.3023652E+10  0.7643159E+11  0.2835917E+01  0.4260000E-01  0.7826545E+03  0.4108392E+02
   0.4320000E-01  0.4370498E+10  0.7712177E+11  0.2970402E+01  0.4380000E-01  0.9402708E+03  0.4108392E+02
   0.4440000E-01  0.6670313E+10  0.7783258E+11  0.3066304E+01  0.4500000E-01  0.1094440E+04  0.4108392E+02
   0.4560000E-01  0.1042785E+11  0.7857059E+11  0.3121782E+01  0.4620000E-01  0.1242058E+04  0.4108392E+02
   0.4680000E-01  0.1610735E+11  0.7934415E+11  0.3145078E+01  0.4740000E-01  0.1379033E+04  0.4108392E+02
   0.4800000E-01  0.2389888E+11  0.8016345E+11  0.3146923E+01  0.4860000E-01  0.1500881E+04  0.4108392E+02
   0.4920000E-01  0.3353620E+11  0.8104028E+11  0.3136238E+01  0.4980000E-01  0.1603724E+04  0.4108392E+02
   0.5040000E-01  0.4431767E+11  0.8198727E+11  0.3119169E+01  0.5100000E-01  0.1685231E+04  0.4108392E+02
   0.5160000E-01  0.5534171E+11  0.8301708E+11  0.3099493E+01  0.5220000E-01  0.1745055E+04  0.4108392E+02
   0.5280000E-01  0.6580469E+11  0.8414190E+11  0.3079273E+01  0.5340000E-01  0.1784621E+04  0.4108392E+02
   0.5400000E-01  0.7519174E+11  0.8537381E+11  0.3059446E+01  0.5460000E-01  0.1806494E+04  0.4108392E+02
   0.5520000E-01  0.8330655E+11  0.8672590E+11  0.3040281E+01  0.5580000E-01  0.1813695E+04  0.4108392E+02
   0.5640000E-01  0.9019370E+11  0.8821368E+11  0.3021704E+01  0.5700000E-01  0.1809183E+04  0.4108392E+02
   0.5760000E-01  0.9603197E+11  0.8985659E+11  0.3003514E+01  0.5820000E-01  0.1795568E+04  0.4108392E+02
   0.5880000E-01  0.1010473E+12  0.9167925E+11  0.2985496E+01  0.5940000E-01  0.1775027E+04  0.4108392E+02
   0.6000000E-01  0.1054591E+12  0.9371249E+11  0.2967488E+01  0.6060000E-01  0.1749326E+04  0.4108392E+02
   0.6120000E-01  0.1094540E+12  0.9599363E+11  0.2949402E+01  0.6180000E-01  0.1719907E+04  0.4108392E+02
   0.6240000E-01  0.1131771E+12  0.9856486E+11  0.2931242E+01  0.6300000E-01  0.1687989E+04  0.4108392E+02
   0.6360000E-01  0.1167315E+12  0.1014671E+12  0.2913096E+01  0.6420000E-01  0.1654656E+04  0.4108392E+02
   0.6480000E-01  0.1201813E+12  0.1047252E+12  0.2895127E+01  0.6540000E-01  0.1620907E+04  0.4108392E+02
   0.6600000E-01  0.1235567E+12  0.1083261E+12  0.2877550E+01  0.6660000E-01  0.1587647E+04  0.4108392E+02
   0.6720000E-01  0.1268607E+12  0.1121998E+12  0.2860588E+01  0.6780000E-01  0.1555624E+04  0.4108392E+02
   0.6840000E-01  0.1300788E+12  0.1162227E+12  0.2844430E+01  0.6900000E-01  0.1525346E+04  0.4108392E+02
