   integer_node_x          Max_Ne          Max_Ni          Max_Te     half_node_x      Max_E(id2)       Max_J0/mA
   0.1200000E-02  0.1029041E+09  0.3536145E+11  0.2310195E+01  0.1800000E-02 -0.2984362E+04  0.3224967E+02
   0.2400000E-02  0.1059392E+09  0.3602343E+11  0.3040299E+01  0.3000000E-02 -0.2906656E+04  0.3224967E+02
   0.3600000E-02  0.1091159E+09  0.3660804E+11  0.3295554E+01  0.4200000E-02 -0.2827689E+04  0.3224967E+02
   0.4800000E-02  0.1124510E+09  0.3719155E+11  0.3357895E+01  0.5400000E-02 -0.2747463E+04  0.3224967E+02
   0.6000000E-02  0.1159643E+09  0.3778478E+11  0.3356270E+01  0.6600000E-02 -0.2665958E+04  0.3224967E+02
   0.7200000E-02  0.1196777E+09  0.3838919E+11  0.3334222E+01  0.7800000E-02 -0.2583150E+04  0.3224967E+02
   0.8400000E-02  0.1236169E+09  0.3900507E+11  0.3305291E+01  0.9000000E-02 -0.2499014E+04  0.3224967E+02
   0.9600000E-02  0.1278133E+09  0.3963246E+11  0.3273573E+01  0.1020000E-01 -0.2413526E+04  0.3224967E+02
   0.1080000E-01  0.1323080E+09  0.4027126E+11  0.3240256E+01  0.1140000E-01 -0.2326661E+04  0.3224967E+02
   0.1200000E-01  0.1371607E+09  0.4092123E+11  0.3205615E+01  0.1260000E-01 -0.2238398E+04  0.3224967E+02
   0.1320000E-01  0.1424614E+09  0.4158201E+11  0.3169604E+01  0.1380000E-01 -0.2148712E+04  0.3224967E+02
   0.1440000E-01  0.1483463E+09  0.4225315E+11  0.3132040E+01  0.1500000E-01 -0.2057583E+04  0.3224967E+02
   0.1560000E-01  0.1550111E+09  0.4293411E+11  0.3092689E+01  0.1620000E-01 -0.1964991E+04  0.3224967E+02
   0.1680000E-01  0.1627124E+09  0.4362429E+11  0.3051360E+01  0.1740000E-01 -0.1870918E+04  0.3224967E+02
   0.1800000E-01  0.1717472E+09  0.4432303E+11  0.3008024E+01  0.1860000E-01 -0.1775349E+04  0.3224967E+02
   0.1920000E-01  0.1824066E+09  0.4502961E+11  0.2962904E+01  0.1980000E-01 -0.1678271E+04  0.3224967E+02
   0.2040000E-01  0.1949116E+09  0.4574332E+11  0.2916493E+01  0.2100000E-01 -0.1579671E+04  0.3224967E+02
   0.2160000E-01  0.2093551E+09  0.4646340E+11  0.2869425E+01  0.2220000E-01 -0.1479540E+04  0.3224967E+02
   0.2280000E-01  0.2256810E+09  0.4718911E+11  0.2822264E+01  0.2340000E-01 -0.1377870E+04  0.3224967E+02
   0.2400000E-01  0.2437163E+09  0.4791972E+11  0.2775297E+01  0.2460000E-01 -0.1274654E+04  0.3224967E+02
   0.2520000E-01  0.2632564E+09  0.4865452E+11  0.2728447E+01  0.2580000E-01 -0.1169887E+04  0.3224967E+02
   0.2640000E-01  0.2841719E+09  0.4939284E+11  0.2681345E+01  0.2700000E-01 -0.1063563E+04  0.3224967E+02
   0.2760000E-01  0.3065015E+09  0.5013407E+11  0.2633513E+01  0.2820000E-01 -0.9556796E+03  0.3224967E+02
   0.2880000E-01  0.3305021E+09  0.5087766E+11  0.2584577E+01  0.2940000E-01 -0.8462349E+03  0.3224967E+02
   0.3000000E-01  0.3566527E+09  0.5162315E+11  0.2534458E+01  0.3060000E-01 -0.7352296E+03  0.3224967E+02
   0.3120000E-01  0.3856304E+09  0.5237016E+11  0.2483499E+01  0.3180000E-01 -0.6226666E+03  0.3224967E+02
   0.3240000E-01  0.4182869E+09  0.5311844E+11  0.2432568E+01  0.3300000E-01 -0.5085510E+03  0.3224967E+02
   0.3360000E-01  0.4556520E+09  0.5386785E+11  0.2383192E+01  0.3420000E-01 -0.3928907E+03  0.3224967E+02
   0.3480000E-01  0.4989829E+09  0.5461839E+11  0.2337809E+01  0.3540000E-01 -0.2756960E+03  0.3224967E+02
   0.3600000E-01  0.5498778E+09  0.5537024E+11  0.2300249E+01  0.3660000E-01 -0.1569807E+03  0.3224967E+02
   0.3720000E-01  0.6105116E+09  0.5612380E+11  0.2276494E+01  0.3780000E-01 -0.3676201E+02  0.3224967E+02
   0.3840000E-01  0.6841659E+09  0.5687979E+11  0.2275502E+01  0.3900000E-01  0.8493696E+02  0.3224967E+02
   0.3960000E-01  0.7765538E+09  0.5763921E+11  0.2309054E+01  0.4020000E-01  0.2080831E+03  0.3224967E+02
   0.4080000E-01  0.8991610E+09  0.5840300E+11  0.2388466E+01  0.4140000E-01  0.3326202E+03  0.3224967E+02
   0.4200000E-01  0.1077067E+10  0.5917254E+11  0.2516205E+01  0.4260000E-01  0.4584409E+03  0.3224967E+02
   0.4320000E-01  0.1364946E+10  0.5994976E+11  0.2675936E+01  0.4380000E-01  0.5853231E+03  0.3224967E+02
   0.4440000E-01  0.1874015E+10  0.6073711E+11  0.2833602E+01  0.4500000E-01  0.7128092E+03  0.3224967E+02
   0.4560000E-01  0.2805695E+10  0.6153784E+11  0.2956400E+01  0.4620000E-01  0.8400111E+03  0.3224967E+02
   0.4680000E-01  0.4472315E+10  0.6235619E+11  0.3031611E+01  0.4740000E-01  0.9653727E+03  0.3224967E+02
   0.4800000E-01  0.7269251E+10  0.6319777E+11  0.3065848E+01  0.4860000E-01  0.1086492E+04  0.3224967E+02
   0.4920000E-01  0.1156915E+11  0.6406987E+11  0.3072496E+01  0.4980000E-01  0.1200175E+04  0.3224967E+02
   0.5040000E-01  0.1755740E+11  0.6498161E+11  0.3063106E+01  0.5100000E-01  0.1302845E+04  0.3224967E+02
   0.5160000E-01  0.2509530E+11  0.6594388E+11  0.3045440E+01  0.5220000E-01  0.1391248E+04  0.3224967E+02
   0.5280000E-01  0.3371171E+11  0.6696904E+11  0.3024225E+01  0.5340000E-01  0.1463183E+04  0.3224967E+02
   0.5400000E-01  0.4274500E+11  0.6807055E+11  0.3002167E+01  0.5460000E-01  0.1517909E+04  0.3224967E+02
   0.5520000E-01  0.5155056E+11  0.6926281E+11  0.2980678E+01  0.5580000E-01  0.1556119E+04  0.3224967E+02
   0.5640000E-01  0.5965927E+11  0.7056143E+11  0.2960356E+01  0.5700000E-01  0.1579554E+04  0.3224967E+02
   0.5760000E-01  0.6683097E+11  0.7198365E+11  0.2941323E+01  0.5820000E-01  0.1590516E+04  0.3224967E+02
   0.5880000E-01  0.7302157E+11  0.7354880E+11  0.2923468E+01  0.5940000E-01  0.1591443E+04  0.3224967E+02
   0.6000000E-01  0.7831300E+11  0.7527777E+11  0.2906601E+01  0.6060000E-01  0.1584641E+04  0.3224967E+02
   0.6120000E-01  0.8284561E+11  0.7719078E+11  0.2890550E+01  0.6180000E-01  0.1572156E+04  0.3224967E+02
   0.6240000E-01  0.8677012E+11  0.7930212E+11  0.2875198E+01  0.6300000E-01  0.1555737E+04  0.3224967E+02
   0.6360000E-01  0.9022069E+11  0.8161209E+11  0.2860500E+01  0.6420000E-01  0.1536844E+04  0.3224967E+02
   0.6480000E-01  0.9330392E+11  0.8409847E+11  0.2846462E+01  0.6540000E-01  0.1516656E+04  0.3224967E+02
