   integer_node_x          Max_Ne          Max_Ni          Max_Te     half_node_x      Max_E(id2)       Max_J0/mA
   0.1200000E-02  0.1026674E+09  0.2997933E+11  0.2160387E+01  0.1800000E-02 -0.2592872E+04  0.2879378E+02
   0.2400000E-02  0.1054419E+09  0.3063423E+11  0.2864958E+01  0.3000000E-02 -0.2526857E+04  0.2879378E+02
   0.3600000E-02  0.1083292E+09  0.3116934E+11  0.3135538E+01  0.4200000E-02 -0.2459687E+04  0.2879378E+02
   0.4800000E-02  0.1113443E+09  0.3169856E+11  0.3210850E+01  0.5400000E-02 -0.2391376E+04  0.2879378E+02
   0.6000000E-02  0.1145051E+09  0.3223827E+11  0.3216954E+01  0.6600000E-02 -0.2321900E+04  0.2879378E+02
   0.7200000E-02  0.1178325E+09  0.3279056E+11  0.3199878E+01  0.7800000E-02 -0.2251234E+04  0.2879378E+02
   0.8400000E-02  0.1213525E+09  0.3335578E+11  0.3174768E+01  0.9000000E-02 -0.2179349E+04  0.2879378E+02
   0.9600000E-02  0.1251009E+09  0.3393402E+11  0.3146425E+01  0.1020000E-01 -0.2106218E+04  0.2879378E+02
   0.1080000E-01  0.1291297E+09  0.3452524E+11  0.3116297E+01  0.1140000E-01 -0.2031813E+04  0.2879378E+02
   0.1200000E-01  0.1335174E+09  0.3512925E+11  0.3084726E+01  0.1260000E-01 -0.1956107E+04  0.2879378E+02
   0.1320000E-01  0.1383788E+09  0.3574577E+11  0.3051682E+01  0.1380000E-01 -0.1879074E+04  0.2879378E+02
   0.1440000E-01  0.1438698E+09  0.3637441E+11  0.3017028E+01  0.1500000E-01 -0.1800689E+04  0.2879378E+02
   0.1560000E-01  0.1501806E+09  0.3701470E+11  0.2980667E+01  0.1620000E-01 -0.1720929E+04  0.2879378E+02
   0.1680000E-01  0.1575121E+09  0.3766607E+11  0.2942648E+01  0.1740000E-01 -0.1639771E+04  0.2879378E+02
   0.1800000E-01  0.1660365E+09  0.3832790E+11  0.2903224E+01  0.1860000E-01 -0.1557196E+04  0.2879378E+02
   0.1920000E-01  0.1758547E+09  0.3899951E+11  0.2862833E+01  0.1980000E-01 -0.1473186E+04  0.2879378E+02
   0.2040000E-01  0.1869669E+09  0.3968018E+11  0.2821970E+01  0.2100000E-01 -0.1387723E+04  0.2879378E+02
   0.2160000E-01  0.1992743E+09  0.4036914E+11  0.2781020E+01  0.2220000E-01 -0.1300791E+04  0.2879378E+02
   0.2280000E-01  0.2126169E+09  0.4106563E+11  0.2740124E+01  0.2340000E-01 -0.1212378E+04  0.2879378E+02
   0.2400000E-01  0.2268374E+09  0.4176887E+11  0.2699142E+01  0.2460000E-01 -0.1122470E+04  0.2879378E+02
   0.2520000E-01  0.2418487E+09  0.4247811E+11  0.2657726E+01  0.2580000E-01 -0.1031056E+04  0.2879378E+02
   0.2640000E-01  0.2576828E+09  0.4319260E+11  0.2615471E+01  0.2700000E-01 -0.9381257E+03  0.2879378E+02
   0.2760000E-01  0.2745087E+09  0.4391166E+11  0.2572058E+01  0.2820000E-01 -0.8436722E+03  0.2879378E+02
   0.2880000E-01  0.2926218E+09  0.4463465E+11  0.2527384E+01  0.2940000E-01 -0.7476895E+03  0.2879378E+02
   0.3000000E-01  0.3124195E+09  0.4536099E+11  0.2481628E+01  0.3060000E-01 -0.6501740E+03  0.2879378E+02
   0.3120000E-01  0.3343798E+09  0.4609020E+11  0.2435292E+01  0.3180000E-01 -0.5511241E+03  0.2879378E+02
   0.3240000E-01  0.3590551E+09  0.4682191E+11  0.2389250E+01  0.3300000E-01 -0.4505403E+03  0.2879378E+02
   0.3360000E-01  0.3870873E+09  0.4755585E+11  0.2344847E+01  0.3420000E-01 -0.3484250E+03  0.2879378E+02
   0.3480000E-01  0.4192497E+09  0.4829190E+11  0.2304129E+01  0.3540000E-01 -0.2447826E+03  0.2879378E+02
   0.3600000E-01  0.4565256E+09  0.4903014E+11  0.2270289E+01  0.3660000E-01 -0.1396196E+03  0.2879378E+02
   0.3720000E-01  0.5002716E+09  0.4977080E+11  0.2248432E+01  0.3780000E-01 -0.3294451E+02  0.2879378E+02
   0.3840000E-01  0.5526114E+09  0.5051450E+11  0.2246574E+01  0.3900000E-01  0.7523044E+02  0.2879378E+02
   0.3960000E-01  0.6174575E+09  0.5126208E+11  0.2276058E+01  0.4020000E-01  0.1848866E+03  0.2879378E+02
   0.4080000E-01  0.7030981E+09  0.5201441E+11  0.2349198E+01  0.4140000E-01  0.2959891E+03  0.2879378E+02
   0.4200000E-01  0.8281795E+09  0.5277280E+11  0.2471218E+01  0.4260000E-01  0.4084655E+03  0.2879378E+02
   0.4320000E-01  0.1033795E+10  0.5353905E+11  0.2628354E+01  0.4380000E-01  0.5221583E+03  0.2879378E+02
   0.4440000E-01  0.1403865E+10  0.5431552E+11  0.2786088E+01  0.4500000E-01  0.6367327E+03  0.2879378E+02
   0.4560000E-01  0.2091469E+10  0.5510527E+11  0.2909285E+01  0.4620000E-01  0.7515287E+03  0.2879378E+02
   0.4680000E-01  0.3338530E+10  0.5591228E+11  0.2984345E+01  0.4740000E-01  0.8653701E+03  0.2879378E+02
   0.4800000E-01  0.5464154E+10  0.5674177E+11  0.3018381E+01  0.4860000E-01  0.9763995E+03  0.2879378E+02
   0.4920000E-01  0.8797058E+10  0.5760043E+11  0.3025208E+01  0.4980000E-01  0.1082061E+04  0.2879378E+02
