   integer_node_x          Max_Ne          Max_Ni          Max_Te     half_node_x      Max_E(id2)       Max_J0/mA
   0.1200000E-02  0.1028170E+09  0.3351558E+11  0.2262886E+01  0.1800000E-02 -0.2858054E+04  0.3109256E+02
   0.2400000E-02  0.1057567E+09  0.3417256E+11  0.2985747E+01  0.3000000E-02 -0.2784364E+04  0.3109256E+02
   0.3600000E-02  0.1088282E+09  0.3473981E+11  0.3245739E+01  0.4200000E-02 -0.2709449E+04  0.3109256E+02
   0.4800000E-02  0.1120478E+09  0.3530475E+11  0.3311977E+01  0.5400000E-02 -0.2633316E+04  0.3109256E+02
   0.6000000E-02  0.1154341E+09  0.3587983E+11  0.3312716E+01  0.6600000E-02 -0.2555942E+04  0.3109256E+02
   0.7200000E-02  0.1190085E+09  0.3646668E+11  0.3292253E+01  0.7800000E-02 -0.2477303E+04  0.3109256E+02
   0.8400000E-02  0.1227963E+09  0.3706563E+11  0.3264593E+01  0.9000000E-02 -0.2397373E+04  0.3109256E+02
   0.9600000E-02  0.1268290E+09  0.3767675E+11  0.3234032E+01  0.1020000E-01 -0.2316125E+04  0.3109256E+02
   0.1080000E-01  0.1311504E+09  0.3829995E+11  0.3201829E+01  0.1140000E-01 -0.2233536E+04  0.3109256E+02
   0.1200000E-01  0.1358250E+09  0.3893502E+11  0.3168274E+01  0.1260000E-01 -0.2149578E+04  0.3109256E+02
   0.1320000E-01  0.1409510E+09  0.3958164E+11  0.3133318E+01  0.1380000E-01 -0.2064229E+04  0.3109256E+02
   0.1440000E-01  0.1466733E+09  0.4023937E+11  0.3096780E+01  0.1500000E-01 -0.1977465E+04  0.3109256E+02
   0.1560000E-01  0.1531910E+09  0.4090770E+11  0.3058457E+01  0.1620000E-01 -0.1889265E+04  0.3109256E+02
   0.1680000E-01  0.1607497E+09  0.4158603E+11  0.3018226E+01  0.1740000E-01 -0.1799610E+04  0.3109256E+02
   0.1800000E-01  0.1696120E+09  0.4227372E+11  0.2976155E+01  0.1860000E-01 -0.1708483E+04  0.3109256E+02
   0.1920000E-01  0.1800072E+09  0.4297007E+11  0.2932566E+01  0.1980000E-01 -0.1615867E+04  0.3109256E+02
   0.2040000E-01  0.1920750E+09  0.4367434E+11  0.2887988E+01  0.2100000E-01 -0.1521750E+04  0.3109256E+02
   0.2160000E-01  0.2058273E+09  0.4438577E+11  0.2843003E+01  0.2220000E-01 -0.1426119E+04  0.3109256E+02
   0.2280000E-01  0.2211504E+09  0.4510360E+11  0.2798040E+01  0.2340000E-01 -0.1328964E+04  0.3109256E+02
   0.2400000E-01  0.2378566E+09  0.4582708E+11  0.2753222E+01  0.2460000E-01 -0.1230275E+04  0.3109256E+02
   0.2520000E-01  0.2557697E+09  0.4655546E+11  0.2708348E+01  0.2580000E-01 -0.1130045E+04  0.3109256E+02
   0.2640000E-01  0.2748153E+09  0.4728806E+11  0.2663000E+01  0.2700000E-01 -0.1028267E+04  0.3109256E+02
   0.2760000E-01  0.2950853E+09  0.4802421E+11  0.2616730E+01  0.2820000E-01 -0.9249363E+03  0.3109256E+02
   0.2880000E-01  0.3168611E+09  0.4876333E+11  0.2569247E+01  0.2940000E-01 -0.8200491E+03  0.3109256E+02
   0.3000000E-01  0.3406008E+09  0.4950490E+11  0.2520557E+01  0.3060000E-01 -0.7136045E+03  0.3109256E+02
   0.3120000E-01  0.3669123E+09  0.5024850E+11  0.2471057E+01  0.3180000E-01 -0.6056038E+03  0.3109256E+02
   0.3240000E-01  0.3965337E+09  0.5099380E+11  0.2421612E+01  0.3300000E-01 -0.4960504E+03  0.3109256E+02
   0.3360000E-01  0.4303421E+09  0.5174061E+11  0.2373660E+01  0.3420000E-01 -0.3849502E+03  0.3109256E+02
   0.3480000E-01  0.4693988E+09  0.5248889E+11  0.2329452E+01  0.3540000E-01 -0.2723113E+03  0.3109256E+02
   0.3600000E-01  0.5150486E+09  0.5323875E+11  0.2292504E+01  0.3660000E-01 -0.1581446E+03  0.3109256E+02
   0.3720000E-01  0.5691190E+09  0.5399051E+11  0.2268352E+01  0.3780000E-01 -0.4246428E+02  0.3109256E+02
   0.3840000E-01  0.6343761E+09  0.5474483E+11  0.2265449E+01  0.3900000E-01  0.7471094E+02  0.3109256E+02
   0.3960000E-01  0.7156790E+09  0.5550266E+11  0.2295332E+01  0.4020000E-01  0.1933539E+03  0.3109256E+02
   0.4080000E-01  0.8229112E+09  0.5626489E+11  0.2369910E+01  0.4140000E-01  0.3134178E+03  0.3109256E+02
   0.4200000E-01  0.9778772E+09  0.5703285E+11  0.2493446E+01  0.4260000E-01  0.4348116E+03  0.3109256E+02
   0.4320000E-01  0.1228503E+10  0.5780839E+11  0.2651666E+01  0.4380000E-01  0.5573443E+03  0.3109256E+02
   0.4440000E-01  0.1673088E+10  0.5859391E+11  0.2810816E+01  0.4500000E-01  0.6806166E+03  0.3109256E+02
   0.4560000E-01  0.2491616E+10  0.5939255E+11  0.2936413E+01  0.4620000E-01  0.8038457E+03  0.3109256E+02
   0.4680000E-01  0.3967798E+10  0.6020842E+11  0.3014103E+01  0.4740000E-01  0.9256423E+03  0.3109256E+02
   0.4800000E-01  0.6470415E+10  0.6104692E+11  0.3050006E+01  0.4860000E-01  0.1043829E+04  0.3109256E+02
   0.4920000E-01  0.1036468E+11  0.6191509E+11  0.3057679E+01  0.4980000E-01  0.1155450E+04  0.3109256E+02
   0.5040000E-01  0.1586340E+11  0.6282175E+11  0.3048923E+01  0.5100000E-01  0.1257109E+04  0.3109256E+02
   0.5160000E-01  0.2288962E+11  0.6377752E+11  0.3031646E+01  0.5220000E-01  0.1345598E+04  0.3109256E+02
   0.5280000E-01  0.3104583E+11  0.6479455E+11  0.3010655E+01  0.5340000E-01  0.1418598E+04  0.3109256E+02
   0.5400000E-01  0.3972543E+11  0.6588623E+11  0.2988716E+01  0.5460000E-01  0.1475137E+04  0.3109256E+02
   0.5520000E-01  0.4830232E+11  0.6706700E+11  0.2967300E+01  0.5580000E-01  0.1515630E+04  0.3109256E+02
   0.5640000E-01  0.5629233E+11  0.6835244E+11  0.2947059E+01  0.5700000E-01  0.1541577E+04  0.3109256E+02
   0.5760000E-01  0.6342232E+11  0.6975954E+11  0.2928162E+01  0.5820000E-01  0.1555109E+04  0.3109256E+02
   0.5880000E-01  0.6961287E+11  0.7130672E+11  0.2910525E+01  0.5940000E-01  0.1558567E+04  0.3109256E+02
   0.6000000E-01  0.7491727E+11  0.7301286E+11  0.2893977E+01  0.6060000E-01  0.1554218E+04  0.3109256E+02
   0.6120000E-01  0.7945653E+11  0.7489428E+11  0.2878348E+01  0.6180000E-01  0.1544103E+04  0.3109256E+02
   0.6240000E-01  0.8337033E+11  0.7695919E+11  0.2863519E+01  0.6300000E-01  0.1529977E+04  0.3109256E+02
   0.6360000E-01  0.8678804E+11  0.7920014E+11  0.2849426E+01  0.6420000E-01  0.1513299E+04  0.3109256E+02
   0.6480000E-01  0.8981588E+11  0.8158798E+11  0.2836055E+01  0.6540000E-01  0.1495231E+04  0.3109256E+02
   0.6600000E-01  0.9253487E+11  0.8407166E+11  0.2823414E+01  0.6660000E-01  0.1476653E+04  0.3109256E+02
   0.6720000E-01  0.9500464E+11  0.8658651E+11  0.2811508E+01  0.6780000E-01  0.1458173E+04  0.3109256E+02
   0.6840000E-01  0.9726937E+11  0.8906801E+11  0.2800324E+01  0.6900000E-01  0.1440164E+04  0.3109256E+02
