   0.1200000E-02  0.3154571E+09  0.4438014E+10  0.4080010E+08  0.4397214E+10 -0.4099629E+03  0.2732357E+00
   0.2400000E-02  0.5249235E+09  0.4802164E+10  0.4270123E+08  0.4759463E+10 -0.4007052E+03  0.3361730E+00
   0.3600000E-02  0.6883590E+09  0.4913072E+10  0.4446982E+08  0.4868603E+10 -0.3915614E+03  0.3559300E+00
   0.4800000E-02  0.8281580E+09  0.4992551E+10  0.4632281E+08  0.4946228E+10 -0.3825485E+03  0.3616446E+00
   0.6000000E-02  0.9546778E+09  0.5069441E+10  0.4829209E+08  0.5021149E+10 -0.3736433E+03  0.3629975E+00
   0.7200000E-02  0.1072932E+10  0.5146597E+10  0.5038988E+08  0.5096207E+10 -0.3648272E+03  0.3628616E+00
   0.8400000E-02  0.1185593E+10  0.5224324E+10  0.5262308E+08  0.5171701E+10 -0.3560869E+03  0.3621027E+00
   0.9600000E-02  0.1294255E+10  0.5302684E+10  0.5499454E+08  0.5247689E+10 -0.3474124E+03  0.3610161E+00
   0.1080000E-01  0.1399969E+10  0.5381682E+10  0.5750336E+08  0.5324179E+10 -0.3387958E+03  0.3597271E+00
   0.1200000E-01  0.1503492E+10  0.5461297E+10  0.6014510E+08  0.5401152E+10 -0.3302311E+03  0.3583025E+00
   0.1320000E-01  0.1605402E+10  0.5541487E+10  0.6291204E+08  0.5478575E+10 -0.3217135E+03  0.3567831E+00
   0.1440000E-01  0.1706161E+10  0.5622195E+10  0.6579348E+08  0.5556402E+10 -0.3132394E+03  0.3551951E+00
   0.1560000E-01  0.1806151E+10  0.5703356E+10  0.6877603E+08  0.5634580E+10 -0.3048062E+03  0.3535557E+00
   0.1680000E-01  0.1905696E+10  0.5784897E+10  0.7184400E+08  0.5713053E+10 -0.2964120E+03  0.3518752E+00
   0.1800000E-01  0.2005075E+10  0.5866740E+10  0.7497976E+08  0.5791760E+10 -0.2880558E+03  0.3501599E+00
   0.1920000E-01  0.2104536E+10  0.5948807E+10  0.7816415E+08  0.5870643E+10 -0.2797374E+03  0.3484132E+00
   0.2040000E-01  0.2204297E+10  0.6031021E+10  0.8137683E+08  0.5949644E+10 -0.2714571E+03  0.3466371E+00
   0.2160000E-01  0.2304558E+10  0.6113306E+10  0.8459670E+08  0.6028709E+10 -0.2632158E+03  0.3448334E+00
   0.2280000E-01  0.2405501E+10  0.6195594E+10  0.8780219E+08  0.6107792E+10 -0.2550149E+03  0.3430054E+00
   0.2400000E-01  0.2507292E+10  0.6277822E+10  0.9097160E+08  0.6186850E+10 -0.2468565E+03  0.3411578E+00
   0.2520000E-01  0.2610086E+10  0.6359934E+10  0.9408329E+08  0.6265851E+10 -0.2387429E+03  0.3392961E+00
   0.2640000E-01  0.2714028E+10  0.6441886E+10  0.9711593E+08  0.6344770E+10 -0.2306771E+03  0.3374252E+00
   0.2760000E-01  0.2819258E+10  0.6523644E+10  0.1000487E+09  0.6423595E+10 -0.2226622E+03  0.3355474E+00
   0.2880000E-01  0.2925914E+10  0.6605188E+10  0.1028613E+09  0.6502326E+10 -0.2147017E+03  0.3336619E+00
   0.3000000E-01  0.3034141E+10  0.6686511E+10  0.1055344E+09  0.6580976E+10 -0.2067997E+03  0.3317658E+00
   0.3120000E-01  0.3144093E+10  0.6767624E+10  0.1080494E+09  0.6659574E+10 -0.1989601E+03  0.3298557E+00
   0.3240000E-01  0.3255934E+10  0.6848555E+10  0.1103889E+09  0.6738166E+10 -0.1911877E+03  0.3279290E+00
   0.3360000E-01  0.3369843E+10  0.6929352E+10  0.1125363E+09  0.6816816E+10 -0.1834871E+03  0.3259844E+00
   0.3480000E-01  0.3486012E+10  0.7010084E+10  0.1144763E+09  0.6895608E+10 -0.1758633E+03  0.3240220E+00
   0.3600000E-01  0.3604647E+10  0.7090842E+10  0.1161947E+09  0.6974647E+10 -0.1683218E+03  0.3220427E+00
   0.3720000E-01  0.3725973E+10  0.7171741E+10  0.1176783E+09  0.7054062E+10 -0.1608679E+03  0.3200475E+00
   0.3840000E-01  0.3850230E+10  0.7252924E+10  0.1189150E+09  0.7134009E+10 -0.1535075E+03  0.3180371E+00
   0.3960000E-01  0.3977685E+10  0.7334565E+10  0.1198935E+09  0.7214671E+10 -0.1462465E+03  0.3160119E+00
   0.4080000E-01  0.4108633E+10  0.7416870E+10  0.1206037E+09  0.7296267E+10 -0.1390910E+03  0.3139719E+00
   0.4200000E-01  0.4243401E+10  0.7500087E+10  0.1210363E+09  0.7379050E+10 -0.1320474E+03  0.3119170E+00
   0.4320000E-01  0.4382356E+10  0.7584503E+10  0.1211827E+09  0.7463321E+10 -0.1251221E+03  0.3098468E+00
   0.4440000E-01  0.4525912E+10  0.7670463E+10  0.1210354E+09  0.7549427E+10 -0.1183217E+03  0.3077607E+00
   0.4560000E-01  0.4674537E+10  0.7758365E+10  0.1205873E+09  0.7637777E+10 -0.1116531E+03  0.3056580E+00
   0.4680000E-01  0.4828763E+10  0.7848680E+10  0.1198324E+09  0.7728848E+10 -0.1051231E+03  0.3035378E+00
   0.4800000E-01  0.4989196E+10  0.7941961E+10  0.1187654E+09  0.7823195E+10 -0.9873883E+02  0.3013986E+00
   0.4920000E-01  0.5156534E+10  0.8038856E+10  0.1173817E+09  0.7921475E+10 -0.9250736E+02  0.2992389E+00
   0.5040000E-01  0.5331581E+10  0.8140132E+10  0.1156780E+09  0.8024454E+10 -0.8643595E+02  0.2970563E+00
   0.5160000E-01  0.5515274E+10  0.8246690E+10  0.1136519E+09  0.8133039E+10 -0.8053187E+02  0.2948482E+00
   0.5280000E-01  0.5708707E+10  0.8359603E+10  0.1113024E+09  0.8248301E+10 -0.7480249E+02  0.2926109E+00
   0.5400000E-01  0.5913177E+10  0.8480142E+10  0.1086300E+09  0.8371512E+10 -0.6925519E+02  0.2903398E+00
   0.5520000E-01  0.6130242E+10  0.8609819E+10  0.1056375E+09  0.8504181E+10 -0.6389748E+02  0.2880276E+00
   0.5640000E-01  0.6361805E+10  0.8750440E+10  0.1023299E+09  0.8648110E+10 -0.5873707E+02  0.2856599E+00
   0.5760000E-01  0.6610249E+10  0.8904157E+10  0.9871558E+08  0.8805442E+10 -0.5378217E+02  0.2832096E+00
   0.5880000E-01  0.6878645E+10  0.9073523E+10  0.9480631E+08  0.8978717E+10 -0.4904211E+02  0.2806336E+00
   0.6000000E-01  0.7171046E+10  0.9261529E+10  0.9061847E+08  0.9170910E+10 -0.4452853E+02  0.2778724E+00
   0.6120000E-01  0.7492809E+10  0.9471571E+10  0.8617528E+08  0.9385396E+10 -0.4025734E+02  0.2748817E+00
   0.6240000E-01  0.7850574E+10  0.9707236E+10  0.8151295E+08  0.9625723E+10 -0.3625104E+02  0.2717387E+00
   0.6360000E-01  0.8251028E+10  0.9971709E+10  0.7669015E+08  0.9895019E+10 -0.3253974E+02  0.2687178E+00
   0.6480000E-01  0.8697642E+10  0.1026662E+11  0.7179070E+08  0.1019483E+11 -0.2915756E+02  0.2660949E+00
   0.6600000E-01  0.9186120E+10  0.1059048E+11  0.6690724E+08  0.1052358E+11 -0.2613252E+02  0.2639146E+00
   0.6720000E-01  0.9701912E+10  0.1093747E+11  0.6211499E+08  0.1087535E+11 -0.2347370E+02  0.2620636E+00
   0.6840000E-01  0.1022317E+11  0.1129777E+11  0.5746304E+08  0.1124031E+11 -0.2116409E+02  0.2604191E+00
   0.6960000E-01  0.1072811E+11  0.1165981E+11  0.5298748E+08  0.1160683E+11 -0.1916447E+02  0.2588987E+00
