   integer_node_x          Max_Ne          Max_Ni          Max_Te     half_node_x      Max_E(id2)       Max_J0/mA
   0.1200000E-02  0.1036257E+09  0.4883730E+11  0.2593285E+01  0.1800000E-02 -0.3809256E+04  0.3966131E+02
   0.2400000E-02  0.1074445E+09  0.4960559E+11  0.3357754E+01  0.3000000E-02 -0.3702087E+04  0.3966131E+02
   0.3600000E-02  0.1114763E+09  0.5034250E+11  0.3588384E+01  0.4200000E-02 -0.3593328E+04  0.3966131E+02
   0.4800000E-02  0.1157456E+09  0.5107863E+11  0.3630819E+01  0.5400000E-02 -0.3482981E+04  0.3966131E+02
   0.6000000E-02  0.1202804E+09  0.5181808E+11  0.3616241E+01  0.6600000E-02 -0.3371040E+04  0.3966131E+02
   0.7200000E-02  0.1251124E+09  0.5256115E+11  0.3584529E+01  0.7800000E-02 -0.3257498E+04  0.3966131E+02
   0.8400000E-02  0.1302785E+09  0.5330760E+11  0.3547132E+01  0.9000000E-02 -0.3142347E+04  0.3966131E+02
   0.9600000E-02  0.1358205E+09  0.5405692E+11  0.3507273E+01  0.1020000E-01 -0.3025583E+04  0.3966131E+02
   0.1080000E-01  0.1417876E+09  0.5480852E+11  0.3465831E+01  0.1140000E-01 -0.2907201E+04  0.3966131E+02
   0.1200000E-01  0.1482385E+09  0.5556167E+11  0.3423007E+01  0.1260000E-01 -0.2787199E+04  0.3966131E+02
   0.1320000E-01  0.1552483E+09  0.5631559E+11  0.3378792E+01  0.1380000E-01 -0.2665576E+04  0.3966131E+02
   0.1440000E-01  0.1629206E+09  0.5706947E+11  0.3333073E+01  0.1500000E-01 -0.2542335E+04  0.3966131E+02
   0.1560000E-01  0.1714102E+09  0.5782248E+11  0.3285650E+01  0.1620000E-01 -0.2417478E+04  0.3966131E+02
   0.1680000E-01  0.1809586E+09  0.5857380E+11  0.3236221E+01  0.1740000E-01 -0.2291013E+04  0.3966131E+02
   0.1800000E-01  0.1919360E+09  0.5932262E+11  0.3184403E+01  0.1860000E-01 -0.2162946E+04  0.3966131E+02
   0.1920000E-01  0.2048739E+09  0.6006822E+11  0.3129834E+01  0.1980000E-01 -0.2033290E+04  0.3966131E+02
   0.2040000E-01  0.2204599E+09  0.6080991E+11  0.3072356E+01  0.2100000E-01 -0.1902059E+04  0.3966131E+02
   0.2160000E-01  0.2394660E+09  0.6154709E+11  0.3012230E+01  0.2220000E-01 -0.1769269E+04  0.3966131E+02
   0.2280000E-01  0.2626100E+09  0.6227926E+11  0.2950225E+01  0.2340000E-01 -0.1634941E+04  0.3966131E+02
   0.2400000E-01  0.2903910E+09  0.6300604E+11  0.2887448E+01  0.2460000E-01 -0.1499097E+04  0.3966131E+02
   0.2520000E-01  0.3229825E+09  0.6372714E+11  0.2824946E+01  0.2580000E-01 -0.1361760E+04  0.3966131E+02
   0.2640000E-01  0.3602628E+09  0.6444243E+11  0.2763317E+01  0.2700000E-01 -0.1222951E+04  0.3966131E+02
   0.2760000E-01  0.4020091E+09  0.6515190E+11  0.2702552E+01  0.2820000E-01 -0.1082693E+04  0.3966131E+02
   0.2880000E-01  0.4482000E+09  0.6585573E+11  0.2642225E+01  0.2940000E-01 -0.9410093E+03  0.3966131E+02
   0.3000000E-01  0.4993180E+09  0.6655421E+11  0.2581907E+01  0.3060000E-01 -0.7979207E+03  0.3966131E+02
   0.3120000E-01  0.5565630E+09  0.6724783E+11  0.2521689E+01  0.3180000E-01 -0.6534516E+03  0.3966131E+02
   0.3240000E-01  0.6219575E+09  0.6793725E+11  0.2462709E+01  0.3300000E-01 -0.5076286E+03  0.3966131E+02
   0.3360000E-01  0.6984183E+09  0.6862333E+11  0.2407718E+01  0.3420000E-01 -0.3604830E+03  0.3966131E+02
   0.3480000E-01  0.7899250E+09  0.6930711E+11  0.2361788E+01  0.3540000E-01 -0.2120525E+03  0.3966131E+02
   0.3600000E-01  0.9019740E+09  0.6998988E+11  0.2333126E+01  0.3660000E-01 -0.6238386E+02  0.3966131E+02
   0.3720000E-01  0.1042649E+10  0.7067327E+11  0.2333310E+01  0.3780000E-01  0.8846222E+02  0.3966131E+02
   0.3840000E-01  0.1225109E+10  0.7135931E+11  0.2375252E+01  0.3900000E-01  0.2404008E+03  0.3966131E+02
   0.3960000E-01  0.1473387E+10  0.7204978E+11  0.2466987E+01  0.4020000E-01  0.3932987E+03  0.3966131E+02
   0.4080000E-01  0.1835298E+10  0.7274698E+11  0.2602946E+01  0.4140000E-01  0.5469241E+03  0.3966131E+02
   0.4200000E-01  0.2407702E+10  0.7345373E+11  0.2760548E+01  0.4260000E-01  0.7008409E+03  0.3966131E+02
   0.4320000E-01  0.3376211E+10  0.7417349E+11  0.2908842E+01  0.4380000E-01  0.8542180E+03  0.3966131E+02
   0.4440000E-01  0.5056848E+10  0.7491054E+11  0.3023374E+01  0.4500000E-01  0.1005548E+04  0.3966131E+02
   0.4560000E-01  0.7900795E+10  0.7567038E+11  0.3095436E+01  0.4620000E-01  0.1152357E+04  0.3966131E+02
   0.4680000E-01  0.1240758E+11  0.7646013E+11  0.3130301E+01  0.4740000E-01  0.1291101E+04  0.3966131E+02
   0.4800000E-01  0.1892942E+11  0.7728873E+11  0.3138949E+01  0.4860000E-01  0.1417494E+04  0.3966131E+02
   0.4920000E-01  0.2744873E+11  0.7816698E+11  0.3131648E+01  0.4980000E-01  0.1527310E+04  0.3966131E+02
   0.5040000E-01  0.3748578E+11  0.7910701E+11  0.3115816E+01  0.5100000E-01  0.1617390E+04  0.3966131E+02
   0.5160000E-01  0.4823003E+11  0.8012151E+11  0.3096170E+01  0.5220000E-01  0.1686361E+04  0.3966131E+02
   0.5280000E-01  0.5881982E+11  0.8122314E+11  0.3075417E+01  0.5340000E-01  0.1734748E+04  0.3966131E+02
   0.5400000E-01  0.6859479E+11  0.8242443E+11  0.3054900E+01  0.5460000E-01  0.1764535E+04  0.3966131E+02
   0.5520000E-01  0.7720437E+11  0.8373860E+11  0.3035118E+01  0.5580000E-01  0.1778494E+04  0.3966131E+02
   0.5640000E-01  0.8457802E+11  0.8518078E+11  0.3016105E+01  0.5700000E-01  0.1779584E+04  0.3966131E+02
   0.5760000E-01  0.9082929E+11  0.8676946E+11  0.2997688E+01  0.5820000E-01  0.1770560E+04  0.3966131E+02
   0.5880000E-01  0.9615852E+11  0.8852783E+11  0.2979643E+01  0.5940000E-01  0.1753788E+04  0.3966131E+02
   0.6000000E-01  0.1007836E+12  0.9048473E+11  0.2961780E+01  0.6060000E-01  0.1731228E+04  0.3966131E+02
   0.6120000E-01  0.1049013E+12  0.9267482E+11  0.2943983E+01  0.6180000E-01  0.1704485E+04  0.3966131E+02
   0.6240000E-01  0.1086708E+12  0.9513680E+11  0.2926221E+01  0.6300000E-01  0.1674906E+04  0.3966131E+02
   0.6360000E-01  0.1122094E+12  0.9790714E+11  0.2908556E+01  0.6420000E-01  0.1643661E+04  0.3966131E+02
   0.6480000E-01  0.1155942E+12  0.1010064E+12  0.2891123E+01  0.6540000E-01  0.1611796E+04  0.3966131E+02
   0.6600000E-01  0.1188670E+12  0.1044194E+12  0.2874108E+01  0.6660000E-01  0.1580235E+04  0.3966131E+02
   0.6720000E-01  0.1220414E+12  0.1080793E+12  0.2857710E+01  0.6780000E-01  0.1549727E+04  0.3966131E+02
   0.6840000E-01  0.1251133E+12  0.1118724E+12  0.2842096E+01  0.6900000E-01  0.1520785E+04  0.3966131E+02
   0.6960000E-01  0.1280711E+12  0.1156656E+12  0.2827365E+01  0.7020000E-01  0.1493654E+04  0.3966131E+02
   0.7080000E-01  0.1309064E+12  0.1193439E+12  0.2813541E+01  0.7140000E-01  0.1468352E+04  0.3966131E+02
   0.7200000E-01  0.1336187E+12  0.1228347E+12  0.2800579E+01  0.7260000E-01  0.1444740E+04  0.3966131E+02
   0.7320000E-01  0.1362163E+12  0.1261119E+12  0.2788391E+01  0.7380000E-01  0.1422601E+04  0.3966131E+02
   0.7440000E-01  0.1387134E+12  0.1291849E+12  0.2776870E+01  0.7500000E-01  0.1401712E+04  0.3966131E+02
   0.7560000E-01  0.1411267E+12  0.1320832E+12  0.2765914E+01  0.7620000E-01  0.1381875E+04  0.3966131E+02
   0.7680000E-01  0.1434724E+12  0.1348424E+12  0.2755434E+01  0.7740000E-01  0.1362936E+04  0.3966131E+02
   0.7800000E-01  0.1457637E+12  0.1374960E+12  0.2745363E+01  0.7860000E-01  0.1344782E+04  0.3966131E+02
   0.7920000E-01  0.1480106E+12  0.1400714E+12  0.2735652E+01  0.7980000E-01  0.1327341E+04  0.3966131E+02
   0.8040000E-01  0.1502196E+12  0.1425879E+12  0.2726271E+01  0.8100000E-01  0.1310567E+04  0.3966131E+02
   0.8160000E-01  0.1523937E+12  0.1450581E+12  0.2717202E+01  0.8220000E-01  0.1294436E+04  0.3966131E+02
   0.8280000E-01  0.1545339E+12  0.1474888E+12  0.2708436E+01  0.8340000E-01  0.1278934E+04  0.3966131E+02
   0.8400000E-01  0.1566389E+12  0.1498822E+12  0.2699971E+01  0.8460000E-01  0.1264059E+04  0.3966131E+02
   0.8520000E-01  0.1587063E+12  0.1522377E+12  0.2691810E+01  0.8580000E-01  0.1249809E+04  0.3966131E+02
   0.8640000E-01  0.1607328E+12  0.1545526E+12  0.2683954E+01  0.8700000E-01  0.1236184E+04  0.3966131E+02
   0.8760000E-01  0.1627147E+12  0.1568228E+12  0.2676409E+01  0.8820000E-01  0.1223184E+04  0.3966131E+02
   0.8880000E-01  0.1646479E+12  0.1590439E+12  0.2669179E+01  0.8940000E-01  0.1210810E+04  0.3966131E+02
   0.9000000E-01  0.1665287E+12  0.1612112E+12  0.2662266E+01  0.9060000E-01  0.1199056E+04  0.3966131E+02
   0.9120000E-01  0.1683530E+12  0.1633201E+12  0.2655673E+01  0.9180000E-01  0.1187920E+04  0.3966131E+02
   0.9240000E-01  0.1701173E+12  0.1653662E+12  0.2649402E+01  0.9300000E-01  0.1177396E+04  0.3966131E+02
   0.9360000E-01  0.1718182E+12  0.1673455E+12  0.2643453E+01  0.9420000E-01  0.1167476E+04  0.3966131E+02
   0.9480000E-01  0.1734523E+12  0.1692546E+12  0.2637826E+01  0.9540000E-01  0.1158152E+04  0.3966131E+02
