   0.1200000E-02  0.1050677E+09  0.2089207E+10  0.4922266E+07  0.2084285E+10 -0.2150762E+03  0.2283951E+00
   0.2400000E-02  0.1852118E+09  0.2330827E+10  0.4713096E+07  0.2326114E+10 -0.2104430E+03  0.2792003E+00
   0.3600000E-02  0.2588861E+09  0.2402185E+10  0.4713992E+07  0.2397471E+10 -0.2058149E+03  0.2982834E+00
   0.4800000E-02  0.3298553E+09  0.2450352E+10  0.4756623E+07  0.2445595E+10 -0.2012362E+03  0.3053577E+00
   0.6000000E-02  0.3998598E+09  0.2497158E+10  0.4838452E+07  0.2492319E+10 -0.1967078E+03  0.3081823E+00
   0.7200000E-02  0.4696166E+09  0.2545076E+10  0.4967130E+07  0.2540109E+10 -0.1922269E+03  0.3093545E+00
   0.8400000E-02  0.5393631E+09  0.2594375E+10  0.5150552E+07  0.2589225E+10 -0.1877902E+03  0.3097598E+00
   0.9600000E-02  0.6091340E+09  0.2645095E+10  0.5396114E+07  0.2639699E+10 -0.1833949E+03  0.3097390E+00
   0.1080000E-01  0.6788964E+09  0.2697245E+10  0.5710456E+07  0.2691534E+10 -0.1790379E+03  0.3094515E+00
   0.1200000E-01  0.7486115E+09  0.2750820E+10  0.6099255E+07  0.2744721E+10 -0.1747158E+03  0.3089858E+00
   0.1320000E-01  0.8182606E+09  0.2805810E+10  0.6567069E+07  0.2799243E+10 -0.1704255E+03  0.3083966E+00
   0.1440000E-01  0.8878533E+09  0.2862193E+10  0.7117204E+07  0.2855076E+10 -0.1661639E+03  0.3077191E+00
   0.1560000E-01  0.9574263E+09  0.2919938E+10  0.7751634E+07  0.2912187E+10 -0.1619280E+03  0.3069768E+00
   0.1680000E-01  0.1027040E+10  0.2979008E+10  0.8470948E+07  0.2970537E+10 -0.1577149E+03  0.3061854E+00
   0.1800000E-01  0.1096772E+10  0.3039357E+10  0.9274335E+07  0.3030083E+10 -0.1535222E+03  0.3053561E+00
   0.1920000E-01  0.1166715E+10  0.3100932E+10  0.1015959E+08  0.3090773E+10 -0.1493477E+03  0.3044967E+00
   0.2040000E-01  0.1236972E+10  0.3163675E+10  0.1112316E+08  0.3152552E+10 -0.1451894E+03  0.3036127E+00
   0.2160000E-01  0.1307649E+10  0.3227524E+10  0.1216019E+08  0.3215364E+10 -0.1410460E+03  0.3027079E+00
   0.2280000E-01  0.1378861E+10  0.3292410E+10  0.1326461E+08  0.3279146E+10 -0.1369162E+03  0.3017840E+00
   0.2400000E-01  0.1450724E+10  0.3358266E+10  0.1442922E+08  0.3343837E+10 -0.1327996E+03  0.3008418E+00
   0.2520000E-01  0.1523358E+10  0.3425022E+10  0.1564577E+08  0.3409377E+10 -0.1286956E+03  0.2998812E+00
   0.2640000E-01  0.1596884E+10  0.3492610E+10  0.1690510E+08  0.3475705E+10 -0.1246046E+03  0.2989016E+00
   0.2760000E-01  0.1671426E+10  0.3560963E+10  0.1819719E+08  0.3542765E+10 -0.1205270E+03  0.2979027E+00
   0.2880000E-01  0.1747110E+10  0.3630019E+10  0.1951132E+08  0.3610507E+10 -0.1164637E+03  0.2968841E+00
   0.3000000E-01  0.1824065E+10  0.3699722E+10  0.2083618E+08  0.3678885E+10 -0.1124162E+03  0.2958460E+00
   0.3120000E-01  0.1902423E+10  0.3770023E+10  0.2215993E+08  0.3747863E+10 -0.1083862E+03  0.2947890E+00
   0.3240000E-01  0.1982321E+10  0.3840885E+10  0.2347039E+08  0.3817414E+10 -0.1043757E+03  0.2937135E+00
   0.3360000E-01  0.2063901E+10  0.3912280E+10  0.2475510E+08  0.3887525E+10 -0.1003874E+03  0.2926202E+00
   0.3480000E-01  0.2147315E+10  0.3984197E+10  0.2600147E+08  0.3958196E+10 -0.9642403E+02  0.2915097E+00
   0.3600000E-01  0.2232723E+10  0.4056643E+10  0.2719687E+08  0.4029446E+10 -0.9248876E+02  0.2903821E+00
   0.3720000E-01  0.2320297E+10  0.4129642E+10  0.2832877E+08  0.4101313E+10 -0.8858511E+02  0.2892378E+00
   0.3840000E-01  0.2410225E+10  0.4203246E+10  0.2938487E+08  0.4173861E+10 -0.8471688E+02  0.2880764E+00
   0.3960000E-01  0.2502714E+10  0.4277532E+10  0.3035320E+08  0.4247179E+10 -0.8088814E+02  0.2868975E+00
   0.4080000E-01  0.2597990E+10  0.4352613E+10  0.3122228E+08  0.4321391E+10 -0.7710321E+02  0.2857001E+00
   0.4200000E-01  0.2696309E+10  0.4428636E+10  0.3198122E+08  0.4396654E+10 -0.7336665E+02  0.2844824E+00
   0.4320000E-01  0.2797957E+10  0.4505793E+10  0.3261992E+08  0.4473173E+10 -0.6968323E+02  0.2832417E+00
   0.4440000E-01  0.2903262E+10  0.4584328E+10  0.3312916E+08  0.4551199E+10 -0.6605788E+02  0.2819735E+00
   0.4560000E-01  0.3012600E+10  0.4664541E+10  0.3350082E+08  0.4631040E+10 -0.6249572E+02  0.2806709E+00
   0.4680000E-01  0.3126406E+10  0.4746799E+10  0.3372800E+08  0.4713071E+10 -0.5900200E+02  0.2793229E+00
   0.4800000E-01  0.3245198E+10  0.4831545E+10  0.3380529E+08  0.4797740E+10 -0.5558214E+02  0.2779113E+00
   0.4920000E-01  0.3369595E+10  0.4919307E+10  0.3372895E+08  0.4885578E+10 -0.5224177E+02  0.2764075E+00
   0.5040000E-01  0.3500363E+10  0.5010703E+10  0.3349719E+08  0.4977206E+10 -0.4898681E+02  0.2747700E+00
   0.5160000E-01  0.3638453E+10  0.5106452E+10  0.3311049E+08  0.5073342E+10 -0.4582371E+02  0.2729513E+00
   0.5280000E-01  0.3785064E+10  0.5207360E+10  0.3257211E+08  0.5174788E+10 -0.4275976E+02  0.2709316E+00
   0.5400000E-01  0.3941674E+10  0.5314301E+10  0.3188864E+08  0.5282412E+10 -0.3980357E+02  0.2687840E+00
   0.5520000E-01  0.4109989E+10  0.5428160E+10  0.3107084E+08  0.5397089E+10 -0.3696552E+02  0.2666936E+00
   0.5640000E-01  0.4291741E+10  0.5549732E+10  0.3013412E+08  0.5519598E+10 -0.3425803E+02  0.2648446E+00
   0.5760000E-01  0.4488244E+10  0.5679561E+10  0.2909848E+08  0.5650462E+10 -0.3169519E+02  0.2632963E+00
   0.5880000E-01  0.4699755E+10  0.5817738E+10  0.2798715E+08  0.5789751E+10 -0.2929144E+02  0.2619995E+00
   0.6000000E-01  0.4924828E+10  0.5963700E+10  0.2682416E+08  0.5936876E+10 -0.2705933E+02  0.2608751E+00
   0.6120000E-01  0.5160005E+10  0.6116115E+10  0.2563167E+08  0.6090483E+10 -0.2500677E+02  0.2598580E+00
   0.6240000E-01  0.5400140E+10  0.6272924E+10  0.2442836E+08  0.6248496E+10 -0.2313498E+02  0.2589051E+00
   0.6360000E-01  0.5639316E+10  0.6431584E+10  0.2322929E+08  0.6408354E+10 -0.2143787E+02  0.2579905E+00
