   integer_node_x          Max_Ne          Max_Ni          Max_Te     half_node_x      Max_E(id2)       Max_J0/mA
   0.1200000E-02  0.1024329E+09  0.2324176E+11  0.1940432E+01  0.1800000E-02 -0.2055171E+04  0.2418626E+02
   0.2400000E-02  0.1049428E+09  0.2392648E+11  0.2589434E+01  0.3000000E-02 -0.2003707E+04  0.2418626E+02
   0.3600000E-02  0.1075271E+09  0.2440242E+11  0.2883539E+01  0.4200000E-02 -0.1951217E+04  0.2418626E+02
   0.4800000E-02  0.1102008E+09  0.2485877E+11  0.2983029E+01  0.5400000E-02 -0.1897742E+04  0.2418626E+02
   0.6000000E-02  0.1129852E+09  0.2532444E+11  0.3003672E+01  0.6600000E-02 -0.1843263E+04  0.2418626E+02
   0.7200000E-02  0.1159092E+09  0.2580298E+11  0.2995187E+01  0.7800000E-02 -0.1787752E+04  0.2418626E+02
   0.8400000E-02  0.1190144E+09  0.2629485E+11  0.2975873E+01  0.9000000E-02 -0.1731180E+04  0.2418626E+02
   0.9600000E-02  0.1223609E+09  0.2680012E+11  0.2952084E+01  0.1020000E-01 -0.1673520E+04  0.2418626E+02
   0.1080000E-01  0.1260317E+09  0.2731872E+11  0.2925933E+01  0.1140000E-01 -0.1614743E+04  0.2418626E+02
   0.1200000E-01  0.1301318E+09  0.2785053E+11  0.2898079E+01  0.1260000E-01 -0.1554821E+04  0.2418626E+02
   0.1320000E-01  0.1347788E+09  0.2839531E+11  0.2868745E+01  0.1380000E-01 -0.1493727E+04  0.2418626E+02
   0.1440000E-01  0.1400828E+09  0.2895274E+11  0.2838104E+01  0.1500000E-01 -0.1431435E+04  0.2418626E+02
   0.1560000E-01  0.1461211E+09  0.2952245E+11  0.2806415E+01  0.1620000E-01 -0.1367920E+04  0.2418626E+02
   0.1680000E-01  0.1529160E+09  0.3010397E+11  0.2774021E+01  0.1740000E-01 -0.1303158E+04  0.2418626E+02
   0.1800000E-01  0.1604261E+09  0.3069677E+11  0.2741268E+01  0.1860000E-01 -0.1237127E+04  0.2418626E+02
   0.1920000E-01  0.1685569E+09  0.3130027E+11  0.2708395E+01  0.1980000E-01 -0.1169804E+04  0.2418626E+02
   0.2040000E-01  0.1771910E+09  0.3191383E+11  0.2675454E+01  0.2100000E-01 -0.1101169E+04  0.2418626E+02
   0.2160000E-01  0.1862267E+09  0.3253680E+11  0.2642304E+01  0.2220000E-01 -0.1031201E+04  0.2418626E+02
   0.2280000E-01  0.1956119E+09  0.3316848E+11  0.2608670E+01  0.2340000E-01 -0.9598838E+03  0.2418626E+02
   0.2400000E-01  0.2053640E+09  0.3380817E+11  0.2574240E+01  0.2460000E-01 -0.8871997E+03  0.2418626E+02
   0.2520000E-01  0.2155715E+09  0.3445518E+11  0.2538764E+01  0.2580000E-01 -0.8131342E+03  0.2418626E+02
   0.2640000E-01  0.2263819E+09  0.3510882E+11  0.2502127E+01  0.2700000E-01 -0.7376740E+03  0.2418626E+02
   0.2760000E-01  0.2379834E+09  0.3576846E+11  0.2464376E+01  0.2820000E-01 -0.6608078E+03  0.2418626E+02
   0.2880000E-01  0.2505909E+09  0.3643350E+11  0.2425733E+01  0.2940000E-01 -0.5825263E+03  0.2418626E+02
   0.3000000E-01  0.2644379E+09  0.3710341E+11  0.2386592E+01  0.3060000E-01 -0.5028214E+03  0.2418626E+02
   0.3120000E-01  0.2797790E+09  0.3777773E+11  0.2347532E+01  0.3180000E-01 -0.4216869E+03  0.2418626E+02
   0.3240000E-01  0.2968995E+09  0.3845612E+11  0.2309381E+01  0.3300000E-01 -0.3391177E+03  0.2418626E+02
   0.3360000E-01  0.3161353E+09  0.3913836E+11  0.2273345E+01  0.3420000E-01 -0.2551102E+03  0.2418626E+02
   0.3480000E-01  0.3379058E+09  0.3982437E+11  0.2241297E+01  0.3540000E-01 -0.1696616E+03  0.2418626E+02
   0.3600000E-01  0.3627853E+09  0.4051426E+11  0.2216329E+01  0.3660000E-01 -0.8277025E+02  0.2418626E+02
   0.3720000E-01  0.3916798E+09  0.4120836E+11  0.2203698E+01  0.3780000E-01  0.5564248E+01  0.2418626E+02
   0.3840000E-01  0.4262844E+09  0.4190732E+11  0.2211956E+01  0.3900000E-01  0.9534004E+02  0.2418626E+02
   0.3960000E-01  0.4702265E+09  0.4261193E+11  0.2253044E+01  0.4020000E-01  0.1865492E+03  0.2418626E+02
   0.4080000E-01  0.5316940E+09  0.4332324E+11  0.2338417E+01  0.4140000E-01  0.2791681E+03  0.2418626E+02
   0.4200000E-01  0.6288378E+09  0.4404270E+11  0.2468481E+01  0.4260000E-01  0.3731372E+03  0.2418626E+02
   0.4320000E-01  0.7994235E+09  0.4477223E+11  0.2621360E+01  0.4380000E-01  0.4683188E+03  0.2418626E+02
   0.4440000E-01  0.1115169E+10  0.4551433E+11  0.2759742E+01  0.4500000E-01  0.5644255E+03  0.2418626E+02
   0.4560000E-01  0.1697782E+10  0.4627218E+11  0.2857023E+01  0.4620000E-01  0.6609123E+03  0.2418626E+02
   0.4680000E-01  0.2727792E+10  0.4704979E+11  0.2910569E+01  0.4740000E-01  0.7568516E+03  0.2418626E+02
   0.4800000E-01  0.4432025E+10  0.4785228E+11  0.2931646E+01  0.4860000E-01  0.8508345E+03  0.2418626E+02
   0.4920000E-01  0.7038019E+10  0.4868598E+11  0.2932698E+01  0.4980000E-01  0.9409724E+03  0.2418626E+02
   0.5040000E-01  0.1069972E+11  0.4955862E+11  0.2922630E+01  0.5100000E-01  0.1025060E+04  0.2418626E+02
   0.5160000E-01  0.1542318E+11  0.5047926E+11  0.2906946E+01  0.5220000E-01  0.1100896E+04  0.2418626E+02
   0.5280000E-01  0.2103355E+11  0.5145805E+11  0.2888913E+01  0.5340000E-01  0.1166685E+04  0.2418626E+02
   0.5400000E-01  0.2720782E+11  0.5250574E+11  0.2870446E+01  0.5460000E-01  0.1221352E+04  0.2418626E+02
   0.5520000E-01  0.3355939E+11  0.5363290E+11  0.2852630E+01  0.5580000E-01  0.1264684E+04  0.2418626E+02
   0.5640000E-01  0.3973203E+11  0.5484861E+11  0.2836024E+01  0.5700000E-01  0.1297263E+04  0.2418626E+02
   0.5760000E-01  0.4546411E+11  0.5615870E+11  0.2820844E+01  0.5820000E-01  0.1320247E+04  0.2418626E+02
   0.5880000E-01  0.5060853E+11  0.5756352E+11  0.2807108E+01  0.5940000E-01  0.1335119E+04  0.2418626E+02
   0.6000000E-01  0.5511829E+11  0.5905576E+11  0.2794724E+01  0.6060000E-01  0.1343445E+04  0.2418626E+02
   0.6120000E-01  0.5901630E+11  0.6061935E+11  0.2783556E+01  0.6180000E-01  0.1346706E+04  0.2418626E+02
   0.6240000E-01  0.6236471E+11  0.6223021E+11  0.2773458E+01  0.6300000E-01  0.1346197E+04  0.2418626E+02
